1;Comment appelle-t-on la « boîte » que l'on recherche en pratiquant le geocaching ?;Une cache;Une surprise;Un casse-tête;Une mega;Débutant;Une géocache typique est constituée d’un contenant étanche et résistant, d'un registre des visites et d'un ou plusieurs « trésors ».;http://fr.wikipedia.org/wiki/Géocaching
2;Quel objet est indispensable pour vous adonner aux joies du geocaching et ainsi trouver des caches ?;Un GPS;Un crayon;Un parapluie;Une lampe de poche;Débutant;Ce système de géolocalisation mondial repose sur l'exploitation de signaux radio émis par des satellites dédiés.;http://fr.wikipedia.org/wiki/Global_Positioning_System
3;Pour permettre à une géocache un meilleure longévité, celle-ci doit en principe être...;Étanche;Ouverte;Colorée;Cartonnée;Débutant;L'étanchéité physique concerne l'interdiction de passage d'un solide, d'un fluide ou d'un gaz, souvent au moyen d'un joint.;http://fr.wikipedia.org/wiki/Étanchéité
4;Comment appelle-t-on le registre de visites que l'on retrouve dans la plupart des caches en geocaching ?;Le logbook;Le dépliant;Le fascicule;Le modèle;Débutant;Les participants enregistrent leur découverte à l'intérieur de la géocache et/ou la partagent sur un site web communautaire dédié.;http://fr.wikipedia.org/wiki/Géocaching
5;Grâce à quoi pouvez-vous télécharger de nombreuses coordonnées à injecter dans un GPS ?;Un abonnement;Un parrainage;Une invitation;Un don;Débutant;Un abonnement, d'une trentaine d'euros par an, permet de disposer en geocaching d'options facilitant le jeu.;http://fr.wikipedia.org/wiki/Géocaching
6;Si vous prenez un objet dans une cache, que devez-vous faire suivant la règle du géocaching ?;En laisser un autre;Le détruire;Le laver;Le lancer;Débutant;Des petits jouets ou bibelots sans valeur constituent généralement le contenu d'une géocache typique.;http://fr.wikipedia.org/wiki/Géocaching
7;Que devez-vous résoudre avant d'obtenir les coordonnées finales de certaines caches ?;Une énigme;Un sudoku;Des mots-croisés;Des mots-fléchés;Débutant;Les coordonnées d'une cache « mystère » ne sont pas publiées et doivent être résolues sur le terrain ou sur internet.;http://fr.wikipedia.org/wiki/Géocaching
8;Où faut-il replacer une cache après l'avoir retrouvé via ses coordonnées GPS ?;Au même endroit;Au sol;Dans sa poche;Sous sa veste;Débutant;Les cordonnées GPS étant précises, la cache une fois trouvée doit impérativement être remise à sa place pour les joueurs suivants.;http://fr.wikipedia.org/wiki/Géocaching
9;Que doit faire un géochercheur qui a créé et placé une cache dans un endroit public ?;L'entretenir;L'oublier;La peindre;La critiquer;Débutant;Il peut arriver qu'une cache soit endommagée par les intempéries ou les animaux, vandalisée, ou simplement détruite lors de travaux.;http://fr.wikipedia.org/wiki/Géocaching
10;Pour quel type de cache les coordonnées sont-elles publiées dans sa description ?;Traditionnelle;Mystère;Magique;Voyage;Débutant;Reste aux participants à trouver via leur GPS le contenant de la cache traditionnelle pour en signer le registre des visites.;http://fr.wikipedia.org/wiki/Géocaching
