1;Quel film à succès a réuni sur les écrans Sean Connery et Christophe Lambert ?;Highlander;Subway;Mad Max;Greystoke;Débutant;A Kind of Magic est un album du groupe Queen, sorti en juin 1986, dont six de ses neuf morceaux sont utilisés dans le film Highlander.;http://fr.wikipedia.org/wiki/Highlander
2;Quel pays, dont les premiers habitants étaient des Newars, a pour capitale Katmandou ?;Népal;Tibet;Corée du Nord;Pakistan;Débutant;Katmandou est la capitale politique et religieuse du Népal ainsi que la plus grande ville du pays.;http://fr.wikipedia.org/wiki/Katmandou
3;Dans quel film John Travolta incarne-t-il un ange tombé du ciel ?;Michael;Johnny;Sam;Jerry;Débutant;Deux journalistes enquêtent sur un soi-disant vrai ange vivant chez une dame âgée.;http://fr.wikipedia.org/wiki/Michael_(film,_1996)
4;Pour quel auteur-compositeur-interprète français aux 40 millions de disques vendus Capri est-il fini ?;Hervé Vilard;Salvatore Adamo;Serge Lama;Charles Aznavour;Débutant;Didier Barbelivien, Michel Fugain et Danyel Gérard ont composé pour Hervé Vilard.;http://fr.wikipedia.org/wiki/Hervé_Vilard
5;Quel peintre, né en 1844, est également appelé par beaucoup « le Douanier » ?;Henri Rousseau;Pablo Picasso;Edgar Degas;Salvador Dali;Débutant;Le premier portrait réalisé par le peintre Henri Rousseau semble être celui de sa première femme.;http://fr.wikipedia.org/wiki/Henri_Rousseau
6;Quel personnage imaginaire fut popularisé par le roman de E.R. Burroughs et par le cinéma ?;Tarzan;King-Kong;Nessie;Le Yéti;Débutant;Edgar Rice Burroughs a inspiré bon nombre d'auteurs de science-fiction et de fantastique.;http://fr.wikipedia.org/wiki/Edgar_Rice_Burroughs
7;Quelle est la seule valeur à la roulette à porter la couleur verte ?;Le zéro;Le quarante;Le cinquante;Le treize;Débutant;À la roulette, chaque joueur mise sur un numéro qu'il espère être tiré.;http://fr.wikipedia.org/wiki/Roulette_(jeu_de_hasard)
8;Quelle est la race du chien de Columbo, l'inspecteur très obstiné et perspicace de la télévision ?;Basset;Beagle;Bichon;Barbet;Débutant;Interrompue en 1978, la série Columbo a été ressuscitée en 1989, toujours avec Peter Falk.;http://fr.wikipedia.org/wiki/Columbo
9;Quelle est la plus petite unité de mémoire utilisable sur un ordinateur ?;Bit;Byte;Giga;Méga;Débutant;La mémoire est un composant matériel essentiel, présent dans tous les ordinateurs et consoles.;http://fr.wikipedia.org/wiki/Mémoire_(informatique)
10;Dans le langage familier, comment appelle-t-on la dent du petit enfant ?;Quenotte;Menotte;Bouillotte;Marmotte;Débutant;Il est particulièrement important de bien se brosser les dents de manière régulière.;http://fr.wikipedia.org/wiki/Dent
