1;Quelle est la couleur du maillot des sauveteurs de la série Alerte à Malibu ?;Rouge;Verte;Bleue;Jaune;Débutant;Alerte à Malibu reste à ce jour une des séries télévisées les plus regardées au monde.;http://fr.wikipedia.org/wiki/Alerte_à_Malibu
2;Dans quelle ville peut-on retrouver sur les écrans le lieutenant Horatio Caine ?;Miami;New York;Las Vegas;Los Angeles;Débutant;Dans la série télévisée, sa mère lui aurait donné son prénom en hommage à l'écrivain Horatio Alger.;http://fr.wikipedia.org/wiki/Horatio_Caine
3;Pour qui travaillent les Drôles de dames, diffusées entre 1976 et 1981 sur le réseau ABC ?;Charlie;Bosley;Michael;Tatoo;Débutant;Charlie Townsend n'apparaîtra presque jamais à l'écran, sauf lorsqu'il sera enlevé.;http://fr.wikipedia.org/wiki/Drôles_de_dames
4;Qui est le plus costaud des héros télévisés de la célèbre Agence tous risques ?;Barracuda;Hannibal;Futé;Looping;Débutant;La série Agence tous risques s'est brutalement arrêtée parce qu'elle devenait de plus en plus chère à produire.;http://fr.wikipedia.org/wiki/Agence_tous_risques
5;Qui détient le rôle principal dans la série télévisée américaine Dr House ?;Hugh Laurie;Thomas Sarbacher;Matthew Fox;Kiefer Sutherland;Débutant;Grégory House, héros de la série, fait souvent référence à des groupes, des films et séries télévisées.;http://fr.wikipedia.org/wiki/Dr_House
6;Quelle héroïne de la série télévisée Ma sorcière bien aimée est mariée à Jean-Pierre ?;Samantha;Endora;Tabatha;Esmeralda;Débutant;Ce couple modèle à l'américaine a également deux enfants prénommés Tabatha et Adam.;http://fr.wikipedia.org/wiki/Ma_sorcière_bien-aimée
7;Dans quelle série télévisée Wentworth Miller incarne-t-il Michael Scofield ?;Prison Break;Dr House;Lost;Friends;Débutant;Dans la série, Michael Scofield élabore pour son frère un plan d'évasion d'une complexité stupéfiante.;http://fr.wikipedia.org/wiki/Wentworth_Miller
8;Quel médecin Georges Clooney incarne-t-il dans la série télévisée Urgences ?;Douglas Ross;Mark Green;John Carter;Dylan Creed;Débutant;Le pilote de la série a été filmé dans un vieil hôpital abandonné, par manque de temps.;http://fr.wikipedia.org/wiki/Urgences_(série_télévisée)
9;Quel village la famille Ingalls habite-t-elle dans La Petite Maison dans la prairie ?;Walnut Grove;Dakota Springs;Ingalls Valley;Sailor Fields;Débutant;Les lieux les plus importants de la série La Petite Maison dans la prairie sont Walnut-Grove, Sleepy Eye et Winoka.;http://fr.wikipedia.org/wiki/La_Petite_Maison_dans_la_prairie
10;Lequel de ces personnages ne fait pas partie de la bande de copains de Friends ?;Matt;Chandler;Joey;Ross;Débutant;La série Friends raconte dix années de la vie de six amis vivant ensemble à New York.;http://fr.wikipedia.org/wiki/Friends
11;Quel est le nom de la célèbre voiture que David Hasselhoff pilotait dans K2000 ?;Kitt;Kate;Kytie;Katy;Confirmé;Cette voiture est capable de réfléchir et de parler comme un être humain.;http://fr.wikipedia.org/wiki/K_2000_(série_télévisée)
12;Qui joua le rôle de Donna Martin dans la série télévisée Beverly Hills 90210 ?;Tori Spelling;Jenny Garth;Hillary Swank;Carol Potter;Confirmé;Beverly Hills 90210 est un feuilleton télévisé américain qui compte 294 épisodes de 44 minutes.;http://fr.wikipedia.org/wiki/Beverly_Hills_90210
13;Dans quelle série Aaron Hotchner perce-t-il les pensées des tueurs en série ?;Esprits criminels;Person of Interest;Mentalist;The Walking Dead;Confirmé;Aaron Hotchner est interprété par Thomas Gibson et doublé par Julien Kramer en version française.;http://fr.wikipedia.org/wiki/Aaron_Hotchner
14;Qui est la sœur aînée des héroïnes de la série télévisée américaine Charmed ?;Prue;Piper;Buffy;Paige;Confirmé;La série Charmed raconte l'histoire de 3 sœurs qui sont les plus puissantes sorcières du monde.;http://fr.wikipedia.org/wiki/Charmed
15;Dans laquelle de ces séries télévisées trouve-t-on un super-héros ?;Smallville;Le Caméléon;Profiler;Stargate;Confirmé;Cette série télévisée américaine raconte la jeunesse du futur Superman.;http://fr.wikipedia.org/wiki/Smallville_(série_télévisée)
16;Quelle est la couleur des cheveux de Miranda dans la série Sex and the City ?;Rousse;Brune;Blonde;Noire;Confirmé;Miranda est avocate et sa carrière tient la place la plus importante dans sa vie.;http://fr.wikipedia.org/wiki/Miranda_Hobbes
17;Combien de saisons compte la série télévisée Lost, les disparus créée par J.J. Abrams ?;Six;Huit;Quatre;Deux;Confirmé;Bien que d'abord hésitant, J.J. Abrams était enthousiasmé par le concept de la série, à condition que celle-ci ait un angle surnaturel.;http://fr.wikipedia.org/wiki/Lost_:_Les_Disparus
18;Qui est le meilleur ami de Dawson dans la série télévisée du même nom ?;Pacey;Joey;Jack;Dan;Confirmé;La série Dawson a été créée par Kevin Williamson, l'auteur de la trilogie des Scream.;http://fr.wikipedia.org/wiki/Dawson_(série_télévisée)
19;Dans quelle série télévisée Angela Lansbury interprète-t-elle le rôle de Jessica Fletcher ?;Arabesque;Friends;Médicopter;Urgences;Confirmé;Le rôle de Jessica Fletcher a été créé en se référant à l'univers d'Agatha Christie.;http://fr.wikipedia.org/wiki/Arabesque_(série_télévisée)
20;Dans quelle ville se déroulent les aventures des Desperate Housewives ?;Fairview;Wisteria;Los Angeles;Chicago;Confirmé;Des rumeurs ont longtemps couru sur l'arrivée dans la série de Courteney Cox et de Kim Cattrall.;http://fr.wikipedia.org/wiki/Desperate_Housewives
21;Quelle est la race du chien de Columbo, l'inspecteur très obstiné et perspicace de la télévision ?;Basset;Beagle;Bichon;Barbet;Expert;Interrompue en 1978, la série Columbo a été ressuscitée en 1989, toujours avec Peter Falk.;http://fr.wikipedia.org/wiki/Columbo
22;Qui joue le rôle du Président Bartlet dans la série télévisée À la Maison Blanche ?;Martin Sheen;Rob Lowe;John Spencer;Gary Cole;Expert;La série À la Maison Blanche met en scène la vie quotidienne d'un Président démocrate des États-Unis.;http://fr.wikipedia.org/wiki/À_la_Maison_Blanche
23;Qui incarne Isabel Evans dans la série télévisée américaine Roswell ?;Katherine Heigl;Shiri Appleby;Majandra Delfino;Poppy Montgomery;Expert;Le romantisme et le mystère de la première saison de Roswell ont assuré le succès de cette série.;http://fr.wikipedia.org/wiki/Roswell_(série_télévisée)
24;Dans la série X-Files, quel est le prénom de la sœur de Fox Mulder ?;Samantha;Sarah;Ann;Catherine;Expert;C'est à la suite d'une hypnose régressive que Fox Mulder se souviendra de ce qui s'est réellement passé.;http://fr.wikipedia.org/wiki/Fox_Mulder
25;Pour quelle civilisation a-t-on créé une langue artificielle dans le monde de Star Trek ?;Les Klingons;Les Romuliens;Les Vulcains;Les Sylvidres;Expert;Les Klingons sont des humanoïdes généralement plus grands et plus forts que les Humains.;http://fr.wikipedia.org/wiki/Klingon
26;La première image du générique de la série MacGyver présente une main avec quel objet ?;Un passeport;Un briquet;Un couteau suisse;Un gant de cuir;Expert;L'écolo-bricolo est vite devenu le modèle de toute une génération de téléspectateurs.;http://fr.wikipedia.org/wiki/MacGyver
