1;À partir de la fève de quel arbre le chocolat est-il produit ?;Cacaoyer;Pacanier;Cotonnier;Palmier;Débutant;Les fèves de cacao sont extraites des baies, que l'on ouvre à la récolte et que l'on met à sécher.;http://fr.wikipedia.org/wiki/Fève_de_cacao
2;Quel beurre est extrait de la pâte de cacao liquide servant à la création du chocolat ?;Beurre de cacao;Saindoux;Beurre salé;Beurre gras;Débutant;Le beurre de cacao est une des graisses les plus stables connues, contenant des antioxydants naturels.;http://fr.wikipedia.org/wiki/Beurre_de_cacao
3;Que fait-on quand on torréfie les fèves de cacao pour la préparation du chocolat ?;On les grille;On les écrase;On les épluche;On les tord;Débutant;La torréfaction, c'est-à-dire un chauffage de 140 à 160°C pendant 20 à 30 minutes, permet le développement des arômes du cacao.;http://fr.wikipedia.org/wiki/Fève_de_cacao
4;Quel chocolat, parfois mélangé avec des épices, contient le moins de sucre ?;Noir;Blanc;Au lait;Praliné;Débutant;La qualité du chocolat noir dépend des ingrédients utilisés et de son pourcentage en cacao.;http://fr.wikipedia.org/wiki/Chocolat_noir
5;En 1825, quel Suisse a créé une désormais célèbre fabrique de chocolat ?;Suchard;Lindt;Tobler;Jacobs;Débutant;Philippe Suchard débuta dans la confiserie en 1825 à Neuchâtel et se lança dans le chocolat à Serrières en 1826.;http://fr.wikipedia.org/wiki/Philippe_Suchard
6;Que provoque la consommation de chocolat chez la plupart des animaux de compagnie ?;Mort;Paralysie;Cécité;Diabète;Débutant;Le chocolat contient de la théobromine, un produit semblable à la caféine que leur métabolisme ne permet pas d'éliminer.;http://fr.wikipedia.org/wiki/Chocolat
7;Quel chocolat, riche en acides gras saturés, est le plus amer ?;Noir;Au lait;Praliné;Blanc;Débutant;Le chocolat noir, qui contient peu de cholestérol et très peu de sodium, est une bonne source de magnésium.;http://fr.wikipedia.org/wiki/Chocolat_noir
8;Qui incarne la chocolatière dans le film adapté du roman Le chocolat de Joanne Harris ? ;Juliette Binoche;Isabelle Adjani;Karin Viard;Judith Godrèche;Débutant;En 1959, durant le carême, une jeune femme et sa fille reprennent la vieille pâtisserie pour ouvrir une chocolaterie.;http://fr.wikipedia.org/wiki/Le_Chocolat
9;Comment appelle-t-on le fruit du cacaoyer, se présentant sous la forme d'une baie ?;Cabosse;Caboche;Ciboulot;Carabosse;Débutant;Les cabosses se trouvent sur le tronc et les grosses branches, et non pas sur les rameaux jeunes.;http://fr.wikipedia.org/wiki/Cabosse
10;Quel chocolat, généralement préféré par les puristes, ne contient pas de lait ?;Noir;Blanc;Au lait;Praliné;Débutant;Réglementairement, le chocolat noir doit contenir au moins 35% de cacao, sans limite supérieure pour la concentration de cacao.;http://fr.wikipedia.org/wiki/Chocolat_noir
11;De quel peuple le chocolat serait-il originaire, l'associant à leur dieu de la fertilité ?;Mayas;Incas;Toltèques;Otomis;Confirmé;Les Aztèques associaient le chocolat avec Xochiquetzal (qui a donné son nom au chocolat), la déesse de la fertilité.;http://fr.wikipedia.org/wiki/Chocolat
12;Combien trouve-t-on environ de fèves de cacao dans une cabosse ?;Une quarantaine;Une dizaine;Une centaine;Un millier;Confirmé;La cabosse a une forme allongée et ressemble un peu à un concombre assez rebondi.;http://fr.wikipedia.org/wiki/Cabosse
13;Quel est le premier pays producteur de cacao, loin devant le Ghana et l'Indonésie ?;Côte d'Ivoire;Brésil;Mexique;Cameroun;Confirmé;La production de cacao était en 2006 de quatre millions de tonnes, en hausse constante depuis 2003.;http://fr.wikipedia.org/wiki/Cacao
14;Quel élément différencie le chocolat blanc des autres chocolats ?;La pâte de cacao;Le lait;Le beurre;Le sucre;Confirmé;Le chocolat blanc a d'abord été distribué en Amérique en 1948 avec l'introduction des barres de chocolat « blanc alpin » de Nestlé.;http://fr.wikipedia.org/wiki/Chocolat_blanc
15;Dans quel pays a été fabriquée la première tablette de chocolat ?;Angleterre;Suisse;Brésil;Mexique;Confirmé;Les premières plaques de chocolat proposées au public ont été baptisées « Chocolat délicieux à manger ».;http://fr.wikipedia.org/wiki/Tablette_de_chocolat
16;Combien peut-on faire de récoltes par an sur un cacaoyer en bonne santé ?;Deux;Quatre;Six;Huit;Confirmé;La maturation des fruits du cacaoyer dure, selon les génotypes, de cinq à sept mois.;http://fr.wikipedia.org/wiki/Cacaoyer
17;Quel pays européen est à ce jour le plus grand consommateur de chocolat ?;Suisse;Belgique;France;Portugal;Confirmé;Les variantes au lait et fondant ont été créées respectivement par Daniel Peter en 1875 et Rudolf Lindt en 1879.;http://fr.wikipedia.org/wiki/Suisse
18;De quel pays le cacaoyer, domestiqué il y a environ 3 000 ans, est-il originaire ?;Mexique;Bolivie;Mozambique;Madagascar;Confirmé;Le cacaoyer fut très probablement domestiqué au départ pour la confection d'une boisson fermentée, donc alcoolisée.;http://fr.wikipedia.org/wiki/Cacaoyer
19;Quel chocolat, devant contenir au minimum 20% de beurre de cacao, est le plus sucré ?;Blanc;Noir;Praliné;Au lait;Confirmé;Le chocolat blanc a été produit pour la première fois par Nestlé en Suisse dans les années 1930.;http://fr.wikipedia.org/wiki/Chocolat_blanc
20;Combien de cabosses un cacaoyer peut-il produire en moyenne au cours de son existence ?;20;200;2 000;20 000;Confirmé;Chaque cabosse, ressemblant à un petit ballon de football américain, peut peser jusqu'à 400 g pour 15 à 20 cm de long.;http://fr.wikipedia.org/wiki/Cacaoyer
21;Pour les préliminaires de quel événement les Mayas se servent-ils du chocolat ?;Mariage;Décès;Naissance;Sacrifice;Expert;Le cacao purifie aussi les enfants mayas lors de cérémonies ou accompagne le défunt pour son voyage vers l'au-delà.;http://fr.wikipedia.org/wiki/Chocolat
22;Quelle civilisation précolombienne a la première cultivé le cacao ?;Olmèques;Africains;Berbères;Aztèques;Expert;À ce jour, la culture olmèque demeure inconnue jusqu'à la deuxième moitié du XIXe siècle.;http://fr.wikipedia.org/wiki/Olmèques
23;Dans quel pays d'Europe a-t-on commencé à consommer du chocolat ?;Espagne;Italie;Belgique;France;Expert;Ce n'est qu'à partir de la conquête des Aztèques par les Espagnols que le chocolat fut importé en Europe.;http://fr.wikipedia.org/wiki/Chocolat
24;Combien de fleurs un cacaoyer peut-il produire annuellement ?;100 000;10 000;1 000;100;Expert;Les fleurs apparaissent toute l'année sur des renflements du bois de l'arbre, appelés « coussinets floraux ».;http://fr.wikipedia.org/wiki/Cacaoyer
25;Quel explorateur a rapporté le cacao en Europe en 1528 ?;Cortés;Christophe Colomb;Charcot;Foucauld;Expert;Hernan Cortés s'est emparé de l'Empire aztèque pour le compte de Charles Quint, roi de Castille et empereur romain germanique.;http://fr.wikipedia.org/wiki/Hernán_Cortés
26;Quel chocolat noir est issu de cacao d'une seule plantation ?;Grand cru;Origine;Premier choix;Label rouge;Expert;En France, c'est l'Institut national de l'origine et de la qualité qui classifie la qualité des chocolats.;http://fr.wikipedia.org/wiki/Chocolat_noir
27;Quelle substance est obtenue après broyage des fèves du cacaoyer ?;Masse;Tasse;Crasse;Nasse;Expert;Les fèves de cacao contiennent environ 50% de matière grasse appelée « beurre de cacao ».;http://fr.wikipedia.org/wiki/Fève_de_cacao
28;Une fois la masse de cacao pressée, quel produit est utilisé pour faire du cacao en poudre ?;Tourteau;Crabe;Homard;Crevette;Expert;Deux procédés de trituration sont possibles : la pression discontinue à froid et la pression continue à chaud.;http://fr.wikipedia.org/wiki/Tourteau_(résidu)
29;Laura Esquivel, écrivaine mexicaine contemporaine, a publié un livre intitulé...;Chocolat amer;Chocolat noir;Chocolat au lait;Chocolat blanc;Expert;Laura Esquivel est un auteur qui cherche constamment de nouveaux et originaux chemins dans ses œuvres.;http://fr.wikipedia.org/wiki/Laura_Esquivel
30;Dans quel rayon BD peut-on trouver l'album Fraise et chocolat ?;Érotique;Jeunesse;Humour;Aventure;Expert;Aurélia Aurita est une auteure de bande dessinée française d'origine chinoise et khmère.;http://fr.wikipedia.org/wiki/Aurélia_Aurita_(bande_dessinée)
