1;fr;Quelle est la seule équipe à avoir battu l'Espagne durant l'Euro 2008 ?;Italie;Grèce;Allemagne;France;Débutant;Le champion sortant, la Grèce, a remis son titre en jeu face à quinze autres nations, dont les deux pays organisateurs.;https://fr.wikipedia.org/wiki/Championnat_d'Europe_de_football_2008
2;fr;Quel instrument de torture a presque gâché la Coupe du monde 2010 ?;Vuvuzela;Oporo;Régale;Sodina;Débutant;Cette corne fut un sujet de controverses suite au bourdonnement incessant généré pendant les matchs et leur retransmission.;https://fr.wikipedia.org/wiki/Vuvuzela
3;fr;Quel club avait envoyé le plus de joueurs participer à la Coupe du monde 2002 ?;Inter Milan;Arsenal FC;Bayern Munich;Real Madrid;Débutant;14 joueurs de l'Inter Milan furent sélectionnés, 11 joueurs d'Arsenal FC, 10 joueurs du Bayern de Munich et du Real Madrid.;https://fr.wikipedia.org/wiki/Coupe_du_monde_de_football_de_2002
4;fr;Avec quel autre pays la Belgique a-t-elle organisé l'Euro 2000 ?;Pays-Bas;Allemagne;Luxembourg;Suisse;Débutant;Toutes les équipes, à l'exception de la Belgique et des Pays-Bas, ont dû disputer des qualifications pour prendre part à la phase finale.;https://fr.wikipedia.org/wiki/Championnat_d'Europe_de_football_2000
5;fr;Dans quelle ville s'est jouée la finale du Mondial 2002 ?;Yokohama;Séoul;Osaka;Kobe;Débutant;Le Stade Nissan dispose en 2018 du plus grand nombre de places proposées dans un stade au Japon avec 72 327 places assises.;https://fr.wikipedia.org/wiki/Stade_Nissan
6;fr;Lequel de ces pays ne faisait pas partie du groupe de la France à l'Euro 2008 ?;Allemagne;Italie;Pays-Bas;Roumanie;Débutant;Avant le tournoi, le groupe C fut qualifié de groupe de la mort, signifiant qu'une grande sélection serait éliminée au premier tour.;https://fr.wikipedia.org/wiki/Championnat_d'Europe_de_football_2008
7;fr;Combien de buts a inscrit Thierry Henry lors de la saison 2003-2004 ?;39;29;49;59;Débutant;Thierry Henry sera élu joueur de l'année en Angleterre, meilleur joueur français de l'année et gagne le Soulier d'or européen.;https://fr.wikipedia.org/wiki/Thierry_Henry
8;fr;De quelle maladie souffre Ronaldo, surnommé Gronaldo fin des années 2000 ?;Hypothyroïdie;Rachitisme;Diabète;Bronchiolite;Débutant;Les symptômes sont notamment une somnolence, une frilosité, une prise de poids, une pâleur cutanée et une raideur musculaire.;https://fr.wikipedia.org/wiki/Hypothyroïdie
9;fr;Quelle canadienne a interprété l'hymne intitulé « Força » lors de l'Euro 2004 ?;Nelly Furtado;Shania Twain;Carly Rae Jepsen;Céline Dion;Débutant;Cette douzième édition, organisée par le Portugal entre le 12 juin et le 4 juillet 2004, fut disputée par seize nations.;https://fr.wikipedia.org/wiki/Championnat_d'Europe_de_football_2004
10;fr;En quelle année la coupe de l'UEFA est-elle devenue l'Europa League ?;2009;2007;2011;2013;Débutant;Depuis 2015, le vainqueur de la compétition est automatiquement qualifié pour la Ligue des champions de l'UEFA.;https://fr.wikipedia.org/wiki/Ligue_Europa
11;fr;Quel joueur au gros nez a fini meilleur buteur de la liga en 2002-2003 ?;Roy Makaay;Lucas Toni;Cristiano Ronaldo;Lionel Messi;Confirmé;En 2003, le Bayern Munich réalise l'un des plus gros transferts de son histoire en l'achetant pour la somme de 20 millions d'euros.;https://fr.wikipedia.org/wiki/Roy_Makaay
12;fr;Quelle est la nationalité de Santiago Munez, star du film « Goal » ?;Mexicaine;Espagnole;Italienne;Portugaise;Confirmé;« Goal! » sera prolongé en trilogie avec un film en 2005, en 2007 et enfin en 2009 avec un film sorti en DVD uniquement.;https://fr.wikipedia.org/wiki/Goal!_:_Naissance_d'un_prodige
13;fr;Qui a réalisé le film « Looking for Eric », avec Éric Cantona ?;Ken Loach;Peter Lord;Alan Parker;Jack Rosenthal;Confirmé;Le titre du film joue sur le prénom du personnage principal (Eric Bishop) et de son idole, le footballeur Éric Cantona.;https://fr.wikipedia.org/wiki/Looking_for_Eric
14;fr;Quel animal était censé représenter la mascotte Zakumi en 2010 ?;Léopard;Ours;Dauphin;Tortue;Confirmé;Son nom vient de ZA, l'abréviation internationale pour l'Afrique du Sud, et kumi, un mot qui signifie dix en Afrique.;https://fr.wikipedia.org/wiki/Zakumi
15;fr;En quelle année le célèbre arbitre Pierluigi Collina a-t-il pris sa retraite ?;2005;2002;2008;1999;Confirmé;L'Euro 2004 sera son dernier tournoi majeur puisqu'il atteint l'âge de la retraite fixé à 45 ans pour les arbitres internationaux.;https://fr.wikipedia.org/wiki/Pierluigi_Collina
16;fr;Quel gardien de but français est devenu pilote sur Porsche en 2008 ?;Fabien Barthez;Rudy Riou;Jean Castaneda;Roland Amar;Confirmé;Il compte 87 sélections en équipe de France, mais est devancé par un autre gardien, Hugo Lloris, qui a dépassé la centaine.;https://fr.wikipedia.org/wiki/Fabien_Barthez
17;fr;À qui Pep Guardiola a-t-il succédé en 2008 à la tête du Barça ?;Frank Rijkaard;Mané;Hector Cuper;Juande Ramos;Confirmé;D'origine surinamienne, Frank Rijkaard fut l'un des meilleurs milieux européens de son époque évoluant au poste de milieu défensif.;https://fr.wikipedia.org/wiki/Frank_Rijkaard
18;fr;Après Zizou, qui fut le deuxième joueur à mettre un doublé en première sélection ?;Bafé Gomis;Jérémy Toulalan;Florent Malouda;François Clerc;Confirmé;Le 27 mai 2008, Gomis remplace Djibril Cissé à la mi-temps pour France-Équateur et marque ses deux premiers buts avec les Bleus.;https://fr.wikipedia.org/wiki/Bafétimbi_Gomis
19;fr;Quel nom fut donné au ballon de football utilisé lors du Mondial 2010 ?;Jabulani;Brazuca;Europass;Tango 12;Confirmé;Le gardien de l'équipe de France, Hugo Lloris, le qualifiera de « catastrophe », favorisant des trajectoires aléatoires.;https://fr.wikipedia.org/wiki/Jabulani_(ballon)
20;fr;Quel numéro Lionel Messi portait-il sur son maillot de football à ses débuts ?;30;20;10;7;Confirmé;C'est l'addition des numéros de Deco et Ronaldinho, ses amis qui venaient le chercher tous les matins pour aller à l'entraînement.;https://fr.wikipedia.org/wiki/Lionel_Messi
21;fr;Quel ukrainien a trafiqué son passeport pour jouer à l'ASSE en Grèce ?;Maksym Levytsky;Artem Dovbyk;Bohdan Butko;Denys Holaydo;Expert;Licencié du club, après avoir entrepris des actions en justice contre le club stéphanois, il sera débouté le 27 septembre 2006.;https://fr.wikipedia.org/wiki/Maksym_Levytskyy
22;fr;Qui a trouvé la mort durant un match Cameroun-Colombie en 2003 ?;Marc-Vivien Foé;Bill Tchato;Timothée Atouba;Modeste M'Bami;Expert;Ce milieu de terrain défensif sélectionné à 64 reprises en équipe du Cameroun est mort à l'âge de 28 ans d'un accident cardiaque.;https://fr.wikipedia.org/wiki/Marc-Vivien_Foé
23;fr;Qui a été élu meilleur espoir de la Ligue 1 à l'issue de la saison 2002-2003 ?;Lionel Mathis;Sidney Govou;Jérémy Toulalan;Hatem Ben Arfa;Expert;Lors de la saison 2006-2007, il devient un cadre essentiel de son équipe, grâce à Jean Fernandez qui compte énormément sur lui.;https://fr.wikipedia.org/wiki/Lionel_Mathis
24;fr;À partir de quelle année Mourinho est-il devenu « A Special One » ?;2004;2006;2008;2002;Expert;Ce surnom fut donné durant une conférence de presse, en référence aux titres européens consécutifs obtenus avec le FC Porto.;https://fr.wikipedia.org/wiki/José_Mourinho
25;fr;Quel ancien joueur de football roux du PSG avait pour prénom Igor ?;Igor Yanovski;Igor Akinfeïev;Igor Chalimov;Igor Denissov;Expert;Ce footballeur russe, défenseur du Paris Saint Germain de 1998 à 2001, est aujourd'hui retraité du football professionnel.;https://fr.wikipedia.org/wiki/Igor_Yanovski
26;fr;Qui a été élu meilleur joueur de air football de la décennie 2000 ?;Koji Nakata;Naohiro Takahara;Seiichiro Maki;Yoichi Doi;Expert;Selon une enquête du magazine France Football, Koji Nakata figure parmi les pires recrues de l'histoire de l'Olympique de Marseille.;https://fr.wikipedia.org/wiki/Koji_Nakata
27;fr;Quelle équipe de football a relancé la mode du marcel en 2002 ?;Cameroun;Algérie;Grèce;Bolivie;Expert;Les Lions Indomptables est la sélection de joueurs camerounais représentant le pays lors des compétitions internationales.;https://fr.wikipedia.org/wiki/Équipe_du_Cameroun_de_football
28;fr;Qui est le seul joueur à être passé du Bayern Munich à l'Olympique lyonnais ?;Giovane Élber;Thomas Linke;Diego Contento;Hans Nowak;Expert;Après une première saison satisfaisante (10 buts en 27 matchs), Élber se blesse à l'entame de sa seconde saison lyonnaise.;https://fr.wikipedia.org/wiki/Giovane_Élber
29;fr;Selon Zinedine Zidane, quel milieu de terrain était le meilleur du monde ?;Paul Scholes;Wayne Rooney;Frank Lampard;Paul Robinson;Expert;Avec 700 apparitions, il est le troisième joueur ayant le plus joué pour Manchester United, derrière Ryan Giggs et Bobby Charlton.;https://fr.wikipedia.org/wiki/Paul_Scholes
30;fr;Après avoir joué à la Juventus, où David Trezeguet a-t-il signé ?;Allicante;Baniyas;River Plate;Pune City;Expert;Trezegol a disputé trois Coupes du monde et a remporté la compétition en 1998 ainsi que le Championnat d'Europe 2000.;https://fr.wikipedia.org/wiki/David_Trezeguet
1;en;Which is the only team to have beaten Spain during Euro 2008 ?;Italy;Greece;Germany;France;Débutant;The outgoing champion, Greece, put their title on the line against fifteen other nations, including the two host countries.;https://en.wikipedia.org/wiki/UEFA_Euro_2008
2;en;What instrument of torture almost ruined the 2010 World Cup ?;Vuvuzela;Oporo;Treat;Sodina;Débutant;This horn was a subject of controversy following the incessant buzzing generated during matches and their broadcast.;https://en.wikipedia.org/wiki/Vuvuzela
3;en;Which club sent the most players to the 2002 World Cup ?;Inter Milan;Arsenal FC;Bayern Munich;Real Madrid;Débutant;14 Inter Milan players were selected, 11 Arsenal FC players, 10 Bayern Munich and Real Madrid players.;
4;en;With which other country did Belgium organize Euro 2000 ?;Netherlands;Germany;Luxembourg;Switzerland;Débutant;All the teams except Belgium and the Netherlands had to compete in qualifying to take part in the final tournament.;https://en.wikipedia.org/wiki/UEFA_Euro_2000
5;en;In which city was the 2002 World Cup final played ?;Yokohama;Seoul;Osaka;Kobe;Débutant;In 2018, the Nissan Stadium has the largest number of seats on offer in a stadium in Japan with 72,327 seats.;https://en.wikipedia.org/wiki/Nissan_Stadium_(Yokohama)
6;en;Which of these countries was not part of France's group at Euro 2008 ?;Germany;Italy;Netherlands;Romania;Débutant;Prior to the tournament, Group C was called the death group, meaning that a large selection would be eliminated in the first round.;https://en.wikipedia.org/wiki/UEFA_Euro_2008
7;en;How many goals did Thierry Henry score during the 2003-2004 season ?;39;29;49;59;Débutant;Thierry Henry will be voted player of the year in England, best French player of the year and wins the European Golden Shoe.;https://en.wikipedia.org/wiki/Thierry_Henry
8;en;What disease does Ronaldo, nicknamed Gronaldo, suffer from at the end of the 2000s ?;Hypothyroidism;Rickets;Diabetes;Bronchiolitis;Débutant;Symptoms include drowsiness, chilliness, weight gain, pale skin, and muscle stiffness.;
