1;fr;Pourquoi les ours polaires se couchent-ils dans la neige lorsqu'ils courent ?;Se rafraîchir;Se reposer;Dormir;Manger;Débutant;Les ours polaires peuvent rapidement avoir trop chaud sous leur fourrure très épaisse et leur couche de graisse isolante.;https://fr.wikipedia.org/wiki/Ours_blanc
2;fr;Quelle partie du corps permet aux hippocampes de nager ?;Nageoire dorsale;Nageoire ventrale;Tête;Queue;Débutant;Malgré qu'ils soient des poissons, les hippocampes ne nagent que très lentement en effectuant des mouvements onduleux.;https://fr.wikipedia.org/wiki/Hippocampe_(poisson)
3;fr;Pour quelle raison ne pouvons-nous pas entendre les cris de la chauve-souris ?;Trop aigu;Trop faible;Trop grave;Trop fort;Débutant;Les chauves-souris émettent et reçoivent des ultrasons que notre oreille ne peux percevoir (max 20 000 hertz).;https://fr.wikipedia.org/wiki/Chiroptera
4;fr;À quoi servait la coquille du tridacne géant dans de nombreuses églises ?;Bénitier;Chandelier;Tronc;Corbeille à pain;Débutant;Il y a 300 ans, les coquilles étaient considérées comme des objets précieux et servaient de bénitier à l'entrée des églises.;https://fr.wikipedia.org/wiki/Tridacne_géant
5;fr;Quelle lourde et pénible tâche incombe à la reine des fourmis ?;Pondre des œufs;Défendre le nid;Chercher à manger;Tuer les mâles;Débutant;La reine est la seule fourmi du nid à pondre des œufs qui sont en réalité des larves écloses dont naîtront les futures fourmis.;https://fr.wikipedia.org/wiki/Fourmi
6;fr;Qu'est-ce que les coccinelles aiment tout particulièrement manger ?;Pucerons;Pétales;Éxcréments;Écorces;Débutant;Considérées comme animaux utiles, on élève les coccinelles puis on les utilise pour combattre écologiquement les parasites.;https://fr.wikipedia.org/wiki/Coccinellidae
7;fr;Pour quelle raison les nécrophores se battent-ils entre eux ?;Des cadavres;Des femelles;Un territoire;De l'or;Débutant;Un couple de nécrophores enterre un animal mort dans le sol et y pond ses œufs dont les larves sont nourries.;https://fr.wikipedia.org/wiki/Nécrophore
8;fr;De quel type d'environnement un acarien a-t-il besoin pour vivre ?;Humide;Sec;Gras;Ensoleillé;Débutant;Sans les acariens, qui nichent dans nos matelas mais surtout dans les endroits humides, les forêts seraient submergées de feuilles mortes.;https://fr.wikipedia.org/wiki/Acari
9;fr;Quelle partie du corps de la limace lui permet-elle de découper les plantes ?;Langue;Dents;Palais;Bras;Débutant;Telle une lime, la langue rêche de la limace râpe les plantes tendres en petits morceaux et dépouille ainsi les jeunes salades.;https://fr.wikipedia.org/wiki/Limace
10;fr;Que montre le loup le plus faible après une lutte pour la hiérarchie ?;Son ventre;Sa langue;Ses dents;Sa queue;Débutant;Le loup inférieur n'est ainsi pas blessé mais devra à l'avenir se soumettre au mâle dominant, selon leur hiérarchie prononcée.;https://fr.wikipedia.org/wiki/Canis_lupus
11;fr;Quelle est la cause de mortalité la plus fréquente chez les éléphants en liberté ?;Usure des dents;Trompe cassée;Maladie;Morsure de serpents;Confirmé;Lorsque la dernière molaire est usée par la mastication, l'éléphant ne peut plus de nourrir suffisamment et meurt tristement de faim.;https://fr.wikipedia.org/wiki/Éléphant
12;fr;Grâce à quelle partie de son corps la taupe s'oriente-t-elle sous terre ?;Vibrisses;Yeux;Museau;Oreilles;Confirmé;Les taupes s'orientent presque exclusivement en utilisant une sorte de moustaches et tâtent leur nourriture de cette manière.;https://fr.wikipedia.org/wiki/Taupe
13;fr;À part le cheval, à quel autre animal le tapir est-il apparenté ?;Rhinocéros;Éléphant;Cochon;Hamster;Confirmé;Les tapirs, de la famille des ongulés, utilisent leur trompe comme main et peuvent ainsi la rétracter lorsque celle-ci les gêne.;https://fr.wikipedia.org/wiki/Tapir
14;fr;Comment les mille-pattes se protègent-ils de leurs prédateurs ?;Par leurs sécrétions;Par camouflage;En criant;En mordant;Confirmé;En cas de danger, les mille-pattes émettent une substance rouge caustique à l'odeur nauséabonde via des glandes sur leurs anneaux.;https://fr.wikipedia.org/wiki/Myriapoda
15;fr;Quels animaux volent souvent aux hyènes la proie qu'elles ont chassée ?;Lions;Gnous;Guépards;Buffles;Confirmé;Les hyènes chassent généralement en meute d'environ quarante individus des animaux tels que les zèbres ou les gnous.;https://fr.wikipedia.org/wiki/Hyaenidae
16;fr;Combien pèse environ la plus petite espèce de musaraigne connue ?;2 grammes;20 grammes;70 grammes;130 grammes;Confirmé;Notre musaraigne pygmée locale est, quant à elle, deux fois plus grande et plus lourde que ce pachyure étrusque.;https://fr.wikipedia.org/wiki/Musaraigne
17;fr;De quelle manière le lynx a-t-il l'habitude de marquer son territoire ?;Éraflures;Excréments;Poils;Souris mortes;Confirmé;Outre des éraflures, les lynx utilisent parfois également leur urine comme marque odorante afin de délimiter leur domaine.;https://fr.wikipedia.org/wiki/Lynx
18;fr;Taillé pour la course, jusqu'à quelle vitesse un guépard peut-il courir ?;120 km/h;90 km/h;60 km/h;150 km/h;Confirmé;Le plus rapide des animaux ne peut maintenir cette vitesse que sur quelques centaines de mètres, laissant une chance aux gazelles.;https://fr.wikipedia.org/wiki/Guépard
19;fr;Comment les cloportes se protègent-ils des attaques ?;En s'enroulant;En s'enfuyant;En s'enterrant;En s'envolant;Confirmé;Le corps d'un cloporte, dans ce cas immobile, est composé de plusieurs anneaux solides qui rappellent une armure de chevalier.;https://fr.wikipedia.org/wiki/Cloporte
20;fr;Quel animal est le plus grand ennemi connu de la buse variable ?;Homme;Renard;Aigle;Ours brun;Confirmé;De nombreuses buses sont écrasées par l'homme lorsqu'elles tentent de récupérer des cadavres d'animaux sur les autoroutes.;https://fr.wikipedia.org/wiki/Buse_variable
