1;fr;L'humoriste Florence Foresti est née en 1973 dans une famille de quelle origine ?;Italienne;Espagnole;Allemande;Grecque;Débutant;Son père est chef d'entreprise d'une société de maintenance industrielle et sa mère est employée de bureau.;https://fr.wikipedia.org/wiki/Florence_Foresti
2;fr;Quelle bimbo écervelée est âgée de 24 ans et 12 mois ?;Brigitte;Kelly;Noémie;Vera;Débutant;Brigitte fait partie des nombreux personnages incarnés par Florence Foresti dans l'émission « On a tout essayé ».;https://fr.wikipedia.org/wiki/Florence_Foresti
3;fr;Quel métier a-t-elle exercé au service audiovisuel d'EDF à Lyon ?;Infographiste;Comptable;Journaliste;Ingénieur son;Débutant;À vingt ans, Florence Foresti a intégré un cours de théâtre classique à Lyon, qu'elle a quitté au bout de deux jours seulement.;https://fr.wikipedia.org/wiki/Florence_Foresti
4;fr;Dans quelle émission Florence Foresti a-t-elle interprété des personnages loufoques ?;« On a tout essayé »;« 36 chandelles »;« Sacha Show »;« Paris Dernière »;Débutant;Elle y crée une galerie de personnages fictifs, délirants et hauts en couleur, qui deviendront vite populaires en eux-mêmes.;https://fr.wikipedia.org/wiki/Florence_Foresti
5;fr;Quel spectacle de Florence Foresti parle de la maternité ?;« Mother Fucker »;« Toute entière »;« C'est dimanche »;« Baby Boom »;Débutant;Le spectacle est sacré « meilleur one-man-show » au Globes de Cristal 2010. Le DVD est sorti en novembre de la même année.;https://fr.wikipedia.org/wiki/Florence_Foresti
6;fr;Qui Florence Foresti a-t-elle parodié pour les 10 ans de « Salut les Terriens ! » ?;Thierry Ardisson;Antoine de Caunes;Thierry Beccaro;Julien Courbet;Débutant;Le générique de l'émission et les jingles sont joués en direct par le groupe Les Gréements de Fortune, présent sur le plateau.;https://fr.wikipedia.org/wiki/Florence_Foresti
7;fr;Quel spectacle Florence Foresti a-t-elle proposé en 2012 ?;« Foresti Party »;« Mother Fucker »;« Madame Foresti »;« C'est pas drôle »;Débutant;Son spectacle comporte divers invités, des interludes sous forme de sketchs télévisés et de chansons, et des chorégraphies.;https://fr.wikipedia.org/wiki/Florence_Foresti
8;fr;À quelle occasion Florence Foresti a-t-elle été maîtresse de cérémonie ?;César;Oscar;Molière;NRJ Music Award;Débutant;Pour la première fois dans l'histoire des César, les temps de paroles des nommés sont dorénavant chronométrés à 2 minutes 30.;https://fr.wikipedia.org/wiki/41e_cérémonie_des_César
9;fr;Dans quel film belge d'Olivier Van Hoofstadt Florence Foresti a-t-elle tourné ?;« Dikkenek »;« Go Fast »;« Sketté »;« Parabellum »;Débutant;Le film est bien noté par certains critiques mais reste plutôt mal noté et uniquement conseillé pour les amateurs du genre.;https://fr.wikipedia.org/wiki/Dikkenek
10;fr;Quelle lycéenne révolutionnaire et rebelle est super vénère ?;Clotilde;Lucile;Valérie;Barbara;Débutant;Surnommée Clo, âgée de 16 ans et demi, elle est en terminale au lycée Jean-Luc Lahaye (Émile Zola dans le premier sketch).;https://fr.wikipedia.org/wiki/Florence_Foresti
11;fr;Quel trio Florence Foresti a-t-elle formé avec Céline Iannucci et Cécile Giroud ?;Les Taupes Models;Les 3 Jeanne;Les Luthiers;Les Snuls;Confirmé;Le trio se fit remarquer et Florence Foresti est repérée par Chris Loung, alors auteur, productrice exécutive et directrice artistique.;https://fr.wikipedia.org/wiki/Les_Taupes_Models
12;fr;Dans quelle pièce de théâtre Florence Foresti partage-t-elle l'affiche avec Philippe Elno ?;« L'Abribus »;« La crèche »;« Hep Taxi! »;« Barbecue »;Confirmé;Elle y joue une comédienne célèbre, tombée en panne en pleine campagne et tombant sur un homme qui ne la reconnaît pas.;https://fr.wikipedia.org/wiki/Florence_Foresti
13;fr;Dans quel film Florence Foresti partage-t-elle l'affiche avec Jamel Debbouze ?;« Hollywoo »;« Human Zoo »;« Hold-up »;« Le Hérisson »;Confirmé;Le film, malgré des têtes d'affiches populaires et une Florence Foresti « bankable », sort fin 2011 et connaît un flop critique.;https://fr.wikipedia.org/wiki/Hollywoo
14;fr;Quelle productrice télé Florence Foresti a-t-elle souvent parodié ?;Catherine Barma;Maritie Carpentier;Catherine Terzieff;Michèle Manceaux;Confirmé;De 2011 a 2014, Catherine Barma était connue en tant que membre du jury de l'émission télévisée « On n'demande qu'à en rire ».;https://fr.wikipedia.org/wiki/Catherine_Barma
15;fr;Dans quel jeu présenté par Alain Chabat Florence Foresti fut-elle candidate ?;« Burger Quiz »;« Taxi Cash »;« Qui chante juste »;« Jeux sans enjeu »;Confirmé;L'audience du divertissement a oscillé toute la première saison entre 950 000 et 1,5 million de téléspectateurs.;https://fr.wikipedia.org/wiki/Burger_Quiz
16;fr;Dans quelle émission Florence Foresti a-t-elle interprété Kim dans la « Bern Academy » ?;« 20h10 pétantes »;« Groland »;« La Matinale »;« Un autre midi »;Confirmé;Stéphane Bern s'entretient avec trois invités sur leur actualité tandis qu'Ariel Wizman les commente sur un ton humoristique.;https://fr.wikipedia.org/wiki/20_h_10_pétantes
17;fr;Aux côtés de qui Florence Foresti a-t-elle fait la première de « Panique dans l'oreillette » ?;Frédéric Lopez;Yves Lecoq;Jean-Luc Lemoine;William Leymergie;Confirmé;Malgré des audiences jugées satisfaisantes par l'animateur, Frédéric Lopez arrêtera l'émission, faute de moyens suffisants.;https://fr.wikipedia.org/wiki/Panique_dans_l'oreillette
18;fr;Dans quelle comédie d'Éric Lavaine interprète-t-elle Olivia ?;« Barbecue »;« Poltergay »;« Incognito »;« Bienvenue à bord »;Confirmé;Franck Dubosc joue Baptiste, mari D'Olivia, mais séparé d'elle et Florence Foresti Olivia, épouse de Baptiste, mais séparé d'elle.;https://fr.wikipedia.org/wiki/Barbecue_(film)
19;fr;Dans quel film d'animation Florence Foresti prête-t-elle sa voix à Chloé ?;« Comme des bêtes »;« Tous en scène »;« Les Minions »;« Le Lorax »;Confirmé;Le film a engendré des critiques moyennes tendant vers le positif, les plus généreuses étant celles de Rotten Tomatoes.;https://fr.wikipedia.org/wiki/Comme_des_bêtes_(film)
20;fr;Dans quelle mini série Florence Foresti a-t-elle fait une apparition ?;« Bref »;« Aurore »;« Falco »;« Cannabis »;Confirmé;C'est dans un épisode diffusé en mars 2012, intitulé « Bref. Y'a des gens qui m'énervent » que l'on a pu apercevoir Florence Foresti.;https://fr.wikipedia.org/wiki/Florence_Foresti
21;fr;Dans quelle ville Florence Foresti a-t-elle passé une bonne partie de son enfance ?;Brignais;Pithiviers;Cholet;Sisteron;Expert;Je suis restée une petite fille sans histoire jusqu'à l'âge de 8 ans, puis je suis devenue un garçon manqué, un chef de bande.;https://fr.wikipedia.org/wiki/Florence_Foresti
22;fr;Quel est le prénom de l'unique soeur de Florence Foresti ?;Claire;Sophie;Brigitte;Marie;Expert;Cadette d'une famille de deux enfants, sa soeur aînée, Claire Foresti, née en 1971, est responsable d'un salon de massage.;https://fr.wikipedia.org/wiki/Florence_Foresti
23;fr;Sur quelle émission télé Florence Foresti a-t-elle fait son stage de fin d'études ?;« Thalassa »;« Planète insolite »;« Ushuaïa Nature »;« Vu sur Terre »;Expert;Après avoir passé un baccalauréat littéraire option anglais au lycée de Saint-Just à Lyon, elle intègre une école de cinéma et de vidéo.;https://fr.wikipedia.org/wiki/Thalassa_(émission_de_télévision)
24;fr;Pour quelle raison Florence Foresti a-t-elle dû retarder sa tournée de 2007 à Dijon ?;Appendicite;Bras cassé;Pied fracturé;Oreillons;Expert;Le public apprend alors qu'elle est enceinte de trois mois et l'humoriste annonce qu'elle arrête toute apparition télévisuelle.;https://fr.wikipedia.org/wiki/Florence_Foresti
25;fr;Quel humoriste fut le premier mari de Florence Foresti ?;Jérôme Daran;Gérald Dahan;Arnaud Ducret;Karim Duval;Expert;Florence Foresti a fait appel à Jérôme Daran pour co-écrire avec elle des sketches qui connaissent un grand succès à la télévision.;https://fr.wikipedia.org/wiki/Jérôme_Daran
26;fr;Quelle est le prénom de la fille de Florence Foresti, née en 2007 ?;Toni;Claire;Sarah;Aude;Expert;En 2006, elle se met en couple avec Julien, un organisateur de tournée d'origine brésilienne, dont elle se séparera en 2010.;https://fr.wikipedia.org/wiki/Florence_Foresti
27;fr;Qui Florence Foresti a-t-elle embrassé lors de la remise des César du cinéma en 2009 ?;Sean Penn;Tom Cruise;Jean Reno;Ryan Reynolds;Expert;Ella a d'abord joué un sketch qui consistait à faire croire qu'elle allait embrasser Sean Penn, lequel a finalement joué le jeu.;https://fr.wikipedia.org/wiki/Florence_Foresti
28;fr;Aux côtés de quel célèbre internaute Florence Foresti est-elle apparue en 2017 ?;Cyprien;Norman;Mister V;GuiHome;Expert;C'est dans le sketch de Cyprien « L'invention du corps humain », diffusé sur YouTube, que l'on a pu apercevoir Florence Foresti.;https://fr.wikipedia.org/wiki/Cyprien_Iov
29;fr;En quelle année Florence Foresti a-t-elle reçu le Grand prix Sacem de l'humour ?;2010;2008;2006;2012;Expert;Avant elle, ce fut Franck Dubosc (2006), Alexandre Astier (2007), Muriel Robin (2008) et Anne Roumanoff (2009) qui furent primés.;https://fr.wikipedia.org/wiki/Grand_prix_Sacem
30;fr;Qui a réalisé le documentaire « La folle histoire de Florence Foresti » ?;Aurélie Condou;Alice Diop;Stéphanie Mercurio;Marion Stalens;Expert;Aurélie Condou est réalisatrice et responsable du pole documentaire chez AH! Productions en région parisienne.;https://fr.wikipedia.org/wiki/Florence_Foresti
1;en;Comedian Florence Foresti was born in 1973 in a family of what origin ?;Italian;Spanish;German;Greek;Débutant;His father is the entrepreneur of an industrial maintenance company and his mother is an office worker.;https://en.wikipedia.org/wiki/Florence_Foresti
2;en;Which brainless bimbo is 24 years and 12 months old ?;Brigitte;Kelly;Noémie;Vera;Débutant;Brigitte is one of the many characters played by Florence Foresti in the show « On a tout tried ».;https://en.wikipedia.org/wiki/Florence_Foresti
3;en;What profession did she exercise in the audiovisual department of EDF in Lyon ?;Graphic designer;Accountant;Journalist;Sound engineer;Débutant;At the age of twenty, Florence Foresti joined a classical theater course in Lyon, which she left after only two days.;https://en.wikipedia.org/wiki/Florence_Foresti
4;en;What show did she play wacky characters on ?;« We tried everything »;« 36 candles »;« Sacha Show »;« Paris Last »;Débutant;She created a gallery of fictitious, delirious and colorful characters, who would quickly become popular in themselves.;https://en.wikipedia.org/wiki/Florence_Foresti
5;en;Which Florence Forest show is about motherhood ?;« Mother Fucker »;« Toute entière »;« C'est dimanche »;« Baby Boom »;Débutant;The show was crowned best one-man-show at the 2010 Crystal Globes. The DVD was released in November of the same year.;https://en.wikipedia.org/wiki/Florence_Foresti
6;en;Who did she parody for the 10 years of « Hello Earthlings ! » ?;Thierry Ardisson;Antoine de Caunes;Thierry Beccaro;Julien Courbet;Débutant;The credits of the show and the jingles are played live by the group Les Gréements de Fortune, present on the set.;https://en.wikipedia.org/wiki/Florence_Foresti
7;en;What show did Florence Foresti offer in 2012 ?;« Foresti Party »;« Mother Fucker »;« Madame Foresti »;« C'est pas drôle »;Débutant;His show features various guests, interludes in the form of television sketches and songs, and choreography.;https://en.wikipedia.org/wiki/Florence_Foresti
8;en;On what occasion was she mistress of ceremonies ?;Caesar;Oscar;Moliere;NRJ Music Award;Débutant;For the first time in the history of the Caesars, the speaking times of the nominees are now timed at 2 minutes 30.;
9;en;In which Belgian film by Olivier Van Hoofstadt did she film ?;« Dikkenek »;« Go Fast »;« Sketté »;« Parabellum »;Débutant;The film is well rated by some critics but remains rather poorly rated and only recommended for fans of the genre.;https://en.wikipedia.org/wiki/Dikkenek
10;en;Which revolutionary and rebellious high school student is super revered ?;Clotilde;Lucile;Valerie;Barbara;Débutant;Nicknamed Clo, aged 16 and a half, she is in her final year at Jean-Luc Lahaye high school (Émile Zola in the first sketch).;https://en.wikipedia.org/wiki/Florence_Foresti
11;en;What trio did she form with Céline Iannucci and Cécile Giroud ?;Les Taupes Models;The 3 Jeanne;The Luthiers;The Snuls;Confirmé;The trio stood out and Florence Foresti was spotted by Chris Loung, then author, executive producer and artistic director.;
12;en;In which play does she share the bill with Philippe Elno ?;« L'Abribus »;« La crèche »;« Hep Taxi! »;« Barbecue »;Confirmé;She plays a famous actress, broken down in the middle of the countryside and bumping into a man who does not recognize her.;https://en.wikipedia.org/wiki/Florence_Foresti
13;en;In which film does she share the poster with Jamel Debbouze ?;« Hollywoo »;« Human Zoo »;« Hold-up »;« Le Hérisson »;Confirmé;The film, despite popular headliners and a bankable Florence Foresti, was released at the end of 2011 and experienced a critical flop.;https://en.wikipedia.org/wiki/Hollywoo
14;en;Which TV producer Florence Foresti has often parodied ?;Catherine Barma;Maritie Carpentier;Catherine Terzieff;Michèle Manceaux;Confirmé;From 2011 to 2014, Catherine Barma was known as a member of the jury of the television show « On n'demande que en rire ».;https://en.wikipedia.org/wiki/Catherine_Barma
15;en;In which game presented by Alain Chabat was she a candidate ?;« Burger Quiz »;« Taxi Cash »;« Qui chante juste »;« Jeux sans enjeu »;Confirmé;The audience for entertainment fluctuated throughout the first season between 950,000 and 1.5 million viewers.;https://en.wikipedia.org/wiki/Burger_Quiz
16;en;What show did she play Kim in the « Bern Academy » ?;« 20h10 pétantes »;« Groland »;« La Matinale »;« Un autre midi »;Confirmé;Stéphane Bern talks to three guests about their news while Ariel Wizman comments on them in a humorous tone.;
17;en;With whom did she premiere « Panic in the Headset » ?;Frédéric Lopez;Yves Lecoq;Jean-Luc Lemoine;William Leymergie;Confirmé;Despite audiences deemed satisfactory by the host, Frédéric Lopez will stop the show for lack of sufficient means.;
18;en;In what comedy does Eric Lavaine play Olivia ?;« Barbecue »;« Poltergay »;« Incognito »;« Bienvenue à bord »;Confirmé;Franck Dubosc plays Baptiste, husband of Olivia, but separated from her and Florence Foresti Olivia, wife of Baptiste, but separated from her.;https://en.wikipedia.org/wiki/Barbecue_(film)
19;en;In which animated film does she lend her voice to Chloe ?;« Comme des bêtes »;« Tous en scène »;« Les Minions »;« Le Lorax »;Confirmé;The film generated average reviews tending towards the positive, the most generous being those of Rotten Tomatoes.;
20;en;In which mini series has Florence Foresti made an appearance ?;« Bref »;« Aurore »;« Falco »;« Cannabis »;Confirmé;It is in an episode aired in March 2012, titled « Bref. There are people who annoy me » that we have seen Florence Foresti.;https://en.wikipedia.org/wiki/Florence_Foresti
21;en;In which city did she spend a good part of her childhood ?;Brignais;Pithiviers;Cholet;Sisteron;Expert;I was an uneventful little girl until I was 8, then I became a tomboy, a gang leader.;https://en.wikipedia.org/wiki/Florence_Foresti
22;en;What is the first name of Florence Foresti's only sister ?;Claire;Sophie;Brigitte;Marie;Expert;The youngest of a family of two children, her older sister, Claire Foresti, born in 1971, is responsible for a massage parlor.;https://en.wikipedia.org/wiki/Florence_Foresti
23;en;What TV show did she do her final internship on ?;« Thalassa »;« Planète insolite »;« Ushuaïa Nature »;« Vu sur Terre »;Expert;After having passed a literary baccalaureate option English at the Lycée de Saint-Just in Lyon, she joined a film and video school.;
24;en;Why did she have to delay her 2007 tour in Dijon ?;Appendicitis;Broken arm;Fractured foot;Mumps;Expert;The public then learns that she is three months pregnant and the comedian announces that she is stopping all television appearances.;https://en.wikipedia.org/wiki/Florence_Foresti
25;en;Which humorist was Florence Foresti's first husband ?;Jérôme Daran;Gerald Dahan;Arnaud Ducret;Karim Duval;Expert;Florence Foresti called on Jérôme Daran to co-write with her sketches which are very successful on television.;
26;en;What is the first name of Florence Foresti's daughter, born in 2007 ?;Toni;Claire;Sarah;Aude;Expert;In 2006, she got into a relationship with Julien, a tour organizer of Brazilian origin, from whom she will separate in 2010.;https://en.wikipedia.org/wiki/Florence_Foresti
27;en;Who did she kiss during the presentation of the César du cinema in 2009 ?;Sean Penn;Tom Cruise;Jean Reno;Ryan Reynolds;Expert;Ella first performed a skit that consisted of pretending she was going to kiss Sean Penn, who eventually played the game.;https://en.wikipedia.org/wiki/Florence_Foresti
28;en;Along with which famous internet user did she appear in 2017 ?;Cyprien;Norman;Mister V;GuiHome;Expert;It is in Cyprien's sketch « The invention of the human body », broadcast on YouTube, that we could see Florence Foresti.;https://en.wikipedia.org/wiki/Cyprien_Iov
29;en;In which year did she receive the Sacem Grand Prize for humor ?;2010;2008;2006;2012;Expert;Before her, it was Franck Dubosc (2006), Alexandre Astier (2007), Muriel Robin (2008) and Anne Roumanoff (2009) who received awards.;
30;en;Who made the documentary « La folle histoire de Florence Foresti » ?;Aurélie Condou;Alice Diop;Stéphanie Mercurio;Marion Stalens;Expert;Aurélie Condou is a director and head of the documentary department at AH! Productions in the Paris region.;https://en.wikipedia.org/wiki/Florence_Foresti
1;de;Die Komikerin Florence Foresti wurde 1973 in einer Familie welcher Herkunft geboren ?;Italienisch;Spanisch;Deutsch;Griechisch;Débutant;Sein Vater ist Unternehmer einer industriellen Instandhaltungsfirma und seine Mutter ist Büroangestellte.;
2;de;Welcher hirnlose Blödmann ist 24 Jahre und 12 Monate alt ?;Brigitte;Kelly;Noémie;Vera;Débutant;Brigitte ist eine der vielen Figuren, die Florence Foresti in der Show « On a tout try » gespielt hat.;
3;de;Welchen Beruf übte sie in der audiovisuellen Abteilung von EDF in Lyon aus ?;Grafikdesigner;Buchhalter;Journalist;Toningenieur;Débutant;Mit zwanzig Jahren besuchte Florence Foresti einen klassischen Theaterkurs in Lyon, den sie nach nur zwei Tagen verließ.;
4;de;In welcher Show spielte sie verrückte Charaktere ?;« Wir haben alles versucht »;« 36 Kerzen »;« Sacha Show »;« Paris Last »;Débutant;Sie schuf eine Galerie mit fiktiven, deliranten und farbenfrohen Charakteren, die an sich schnell populär werden würden.;
5;de;In welcher Florence Forest Show geht es um Mutterschaft ?;« Mother Fucker »;« Toute entière »;« C'est dimanche »;« Baby Boom »;Débutant;Die Show wurde bei den Crystal Globes 2010 zur besten Ein-Mann-Show gekürt. Die DVD wurde im November desselben Jahres veröffentlicht.;
6;de;Wen hat sie für die 10 Jahre von « Hello Earthlings ! » parodiert ?;Thierry Ardisson;Antoine de Caunes;Thierry Beccaro;Julien Courbet;Débutant;Die Credits der Show und die Jingles werden live von der am Set anwesenden Gruppe Les Gréements de Fortune gespielt.;
7;de;Welche Show hat Florence Foresti 2012 angeboten ?;« Foresti Party »;« Mother Fucker »;« Madame Foresti »;« C'est pas drôle »;Débutant;Seine Show zeigt verschiedene Gäste, Zwischenspiele in Form von Fernsehskizzen und Liedern sowie Choreografie.;
8;de;Bei welcher Gelegenheit war sie Geliebte der Zeremonie ?;Caesar;Oscar;Moliere;NRJ Music Award;Débutant;Zum ersten Mal in der Geschichte der Cäsaren sind die Redezeiten der Nominierten nun auf 2 Minuten 30 festgelegt.;
9;de;In welchem belgischen Film von Olivier Van Hoofstadt hat sie gedreht ?;« Dikkenek »;« Go Fast »;« Sketté »;« Parabellum »;Débutant;Der Film wird von einigen Kritikern gut bewertet, bleibt aber eher schlecht bewertet und wird nur Fans des Genres empfohlen.;https://de.wikipedia.org/wiki/Dikkenek
10;de;Welcher revolutionäre und rebellische Schüler wird super verehrt ?;Clotilde;Lucile;Valerie;Barbara;Débutant;Mit dem Spitznamen Clo, 16,5 Jahre alt, ist sie in ihrem letzten Jahr an der Jean-Luc Lahaye High School (Émile Zola in der ersten Skizze).;
11;de;Welches Trio hat sie mit Céline Iannucci und Cécile Giroud gegründet ?;Les Taupes Models;Die 3 Jeanne;Die Gitarrenbauer;Die Snuls;Confirmé;Das Trio stach hervor und Florence Foresti wurde von Chris Loung, dem damaligen Autor, ausführenden Produzenten und künstlerischen Leiter, entdeckt.;
12;de;In welchem Stück teilt sie die Rechnung mit Philippe Elno ?;« L'Abribus »;« La crèche »;« Hep Taxi! »;« Grillen »;Confirmé;Sie spielt eine berühmte Schauspielerin, die mitten auf dem Land zusammengebrochen ist und auf einen Mann stößt, der sie nicht erkennt.;
13;de;In welchem Film teilt sie das Poster mit Jamel Debbouze ?;« Hollywoo »;« Human Zoo »;« Hold-up »;« Le Hérisson »;Confirmé;Der Film wurde trotz populärer Headliner und einer bankfähigen Florence Foresti Ende 2011 veröffentlicht und erlebte einen kritischen Flop.;
14;de;Welcher TV-Produzent Florence Foresti hat oft parodiert ?;Catherine Barma;Maritie Carpentier;Catherine Terzieff;Michèle Manceaux;Confirmé;Von 2011 bis 2014 war Catherine Barma als Mitglied der Jury für die Fernsehsendung « On n'demande que en rire » bekannt.;
15;de;In welchem von Alain Chabat vorgestellten Spiel war sie eine Kandidatin ?;« Burger Quiz »;« Taxi Cash »;« Qui chante juste »;« No-Stake-Spiele »;Confirmé;Das Publikum für Unterhaltung schwankte während der ersten Staffel zwischen 950.000 und 1,5 Millionen Zuschauern.;
16;de;Welche Show spielte sie Kim in der « Bern Academy » ?;« 20h10 pétantes »;« Groland »;« La Matinale »;« Un autre midi »;Confirmé;Stéphane Bern spricht mit drei Gästen über ihre Neuigkeiten, während Ariel Wizman sie in einem humorvollen Ton kommentiert.;
17;de;Mit wem hat sie « Panic in the Headset » uraufgeführt ?;Frédéric Lopez;Yves Lecoq;Jean-Luc Lemoine;William Leymergie;Confirmé;Obwohl das Publikum vom Moderator als zufriedenstellend eingestuft wird, wird Frédéric Lopez die Show mangels ausreichender Mittel einstellen.;
18;de;In welcher Komödie spielt Eric Lavaine Olivia ?;« Barbecue »;« Poltergay »;« Incognito »;« Bienvenue à bord »;Confirmé;Franck Dubosc spielt Baptiste, Ehemann von Olivia, aber getrennt von ihr und Florence Foresti Olivia, Ehefrau von Baptiste, aber getrennt von ihr.;https://de.wikipedia.org/wiki/Barbecue_(Film)
19;de;In welchem Animationsfilm leiht sie Chloe ihre Stimme ?;« Comme des bêtes »;« Tous en scène »;« Les Minions »;« Le Lorax »;Confirmé;Der Film erzielte durchschnittliche Kritiken, die eher positiv waren. Die großzügigsten waren die von Rotten Tomatoes.;
20;de;In welcher Miniserie ist Florence Foresti aufgetreten ?;« Bref »;« Aurore »;« Falco »;« Cannabis »;Confirmé;Es ist in einer im März 2012 ausgestrahlten Folge mit dem Titel « Bref. Es gibt Leute », die mich ärgern, dass wir Florence Foresti gesehen haben.;
21;de;In welcher Stadt hat sie einen Großteil ihrer Kindheit verbracht ?;Brignais;Pithiviers;Cholet;Schwester;Expert;Ich war ein ereignisloses kleines Mädchen, bis ich 8 Jahre alt war, dann wurde ich ein Wildfang, ein Bandenführer.;
22;de;Wie lautet der Vorname von Florence Forestis einziger Schwester ?;Claire;Sophie;Brigitte;Marie;Expert;Die jüngste aus einer Familie mit zwei Kindern, ihre ältere Schwester Claire Foresti, geboren 1971, ist für einen Massagesalon verantwortlich.;
23;de;In welcher TV-Show hat sie ihr letztes Praktikum gemacht ?;« Thalassa »;« Planète insolite »;« Ushuaïa Nature »;« Vu sur Terre »;Expert;Nachdem sie am Lycée de Saint-Just in Lyon ein literarisches Abitur in Englisch absolviert hatte, besuchte sie eine Film- und Videoschule.;
24;de;Warum musste sie ihre Tour 2007 in Dijon verschieben ?;Blinddarmentzündung;Gebrochener Arm;Fußbruch;Mumps;Expert;Die Öffentlichkeit erfährt dann, dass sie im dritten Monat schwanger ist, und die Komikerin gibt bekannt, dass sie alle Fernsehauftritte stoppt.;
25;de;Welcher Humorist war Florence Forestis erster Ehemann ?;Jérôme Daran;Gerald Dahan;Arnaud Ducret;Karim Duval;Expert;Florence Foresti forderte Jérôme Daran auf, gemeinsam mit ihren im Fernsehen sehr erfolgreichen Skizzen zu schreiben.;
26;de;Wie lautet der Vorname von Florence Forestis Tochter, die 2007 geboren wurde ?;Toni;Claire;Sarah;Aude;Expert;2006 ging sie eine Beziehung mit Julien ein, einem Reiseveranstalter brasilianischer Herkunft, von dem sie sich 2010 trennen wird.;
