1;fr;Quelle société a commercialisé la console de jeux PlayStation 2 ?;Sony;Microsoft;Nintendo;Sega;Débutant;Sony Interactive Entertainment est une filiale de Sony spécialisée dans l'industrie vidéoludique, basée à San Mateo.;https://fr.wikipedia.org/wiki/Sony_Interactive_Entertainment
2;fr;En quelle année la console de jeux PlayStation 2 fut-elle commercialisée en France ?;2000;2002;2004;2006;Débutant;La console était alors en concurrence directe avec la Dreamcast de Sega, la GameCube de Nintendo et la Xbox de Microsoft.;https://fr.wikipedia.org/wiki/PlayStation_2
3;fr;Dans quelle génération de l'histoire des consoles de la marque Sony se situe la PS2 ?;Sixième;Cinquième;Quatrième;Troisième;Débutant;Cette génération a commencé en 1998 et s'est terminée en janvier 2013 avec l'arrêt de la distribution de la PlayStation 2.;https://fr.wikipedia.org/wiki/Consoles_de_jeux_vidéo_de_sixième_génération
4;fr;À quelle autre console de Sony la PlayStation 2 a-t-elle succédé ?;PlayStation;Saturn;Neo-Geo;Mega Drive;Débutant;Le 18 mai 2004, soit près de dix ans après son lancement, Sony annonce avoir distribué 100 millions de PlayStation dans le monde.;https://fr.wikipedia.org/wiki/PlayStation
5;fr;À sa sortie, quel média la PlayStation 2 pouvait-elle lire de manière innovante ?;DVD;Blue-ray;Midi Disc;Optical disc;Débutant;À cette époque, inclure de série la lecture des DVD (format alors tout récent) dans ce type d'appareil était une innovation importante.;https://fr.wikipedia.org/wiki/PlayStation_2
6;fr;Quelle variante esthétique de la PlayStation 2 est sortie en 2004 ?;PS2 Slim;PS2 Fat;PS2 Boy;PS2 Grid;Débutant;Ce nouveau modèle à la silhouette affinée fut introduit le 1er novembre 2004 en Amérique du Nord et en Europe.;https://fr.wikipedia.org/wiki/PlayStation_2
7;fr;Quelle saga fut la plus vendue parmi les jeux vidéos disponibles sur la PS2 ?;« Gran Theft Auto »;« Dragon Quest »;« God of War »;« Final Fantasy »;Débutant;En raison de son contenu violent et de la présence d'un mini-jeu sexuel, le jeu a été interdit aux moins de 18 ans.;https://fr.wikipedia.org/wiki/Grand_Theft_Auto:_San_Andreas
8;fr;Comment était qualifiée la PS2, acceptant les jeux PlayStation ?;Rétrocompatible;Autopilotée;Admissive;Ascensionnelle;Débutant;Les problèmes de compatibilité sont fréquents en informatique en raison de la rapidité de l'évolution du matériel et des logiciels.;https://fr.wikipedia.org/wiki/Compatibilité_ascendante_et_descendante
9;fr;Quelle manette de jeu officielle reprenait l'apparence de la DualShock ?;DualShock 2;Bongo DK;Kinect;Wavebird;Débutant;Les boutons sont devenus analogiques (sauf L3, R3 et Analog) et la manette produisait deux niveaux de vibrations supplémentaires.;https://fr.wikipedia.org/wiki/DualShock
10;fr;Quels micros pouvait-on connecter à la PS2 pour la transformer en dispositif de karaoké ?;SingStar;Kinec;DualShock;KaraMic;Débutant;« SingStar » est une série de jeux vidéo de karaoké développée par SCE London Studio et éditée par Sony Computer Entertainment.;https://fr.wikipedia.org/wiki/SingStar
11;fr;Avec quelle console de Sega la PlayStation 2 était-elle en concurrence directe ?;Dreamcast;GameCube;Xbox;Saturn;Confirmé;Successeur de la Saturn, la Dreamcast était la première console de sixième génération présente sur le marché, avant ses concurrents.;https://fr.wikipedia.org/wiki/Dreamcast
12;fr;Combien de PS2 furent vendues deux jours seulement après sa sortie au Japon ?;980 000;790 000;560 000;360 000;Confirmé;La PlayStation 2, console de salon la plus vendue, atteint un total de 150 millions d'exemplaires expédiés en date du 31 janvier 2011.;https://fr.wikipedia.org/wiki/PlayStation_2
13;fr;Combien existe-t-il de titres de jeux vidéos disponibles dans le catalogue de la PS2 ?;10 828;8 627;6 742;4 996;Confirmé;Sony affirme que 1,52 milliard d'exemplaires de ces titres ont été vendus depuis le lancement de la console le 4 mars 2000.;https://fr.wikipedia.org/wiki/PlayStation_2
14;fr;Quel était le prix de lancement de la PlayStation 2 en France ?;450 ;560 ;620 ;740 ;Confirmé;Le prix de la console fut ramené à 300 en 2001, à 249 en 2003, à 199 en 2004, à 149 en 2005, à 129 en 2006 et à 99 en 2009.;https://fr.wikipedia.org/wiki/PlayStation_2
15;fr;Combien de jeux étaient disponibles à la sortie de la PS2 au Japon ?;Dix;Vingt;Trente;Quarante;Confirmé;Parmi ces jeux, on note « Dead or Alive 2 », « Dynasty Warriors 2 », « FIFA 2001 », « Kessen », « Madden NFL 2001 », « Midnight Club » et « Ridge Racer V ».;https://fr.wikipedia.org/wiki/PlayStation_2
16;fr;En quelle année la production de PS2 fut-elle arrêtée dans le monde ?;2013;2014;2015;2016;Confirmé;La production de la console fut arrêtée le 30 novembre 2012 et Sony annonça cesser toute distribution sur le territoire japonais dès 2013.;https://fr.wikipedia.org/wiki/PlayStation_2
