1;fr;Dans quel livre, souvent épais, trouve-t-on principalement des cartes de géographie ?;Atlas;Dictionnaire;Roman;Agenda;Débutant;Les atlas mieux que les cartes fournissent une représentation des conceptions politiques d'une société ou d'une culture donnée.;https://fr.wikipedia.org/wiki/Atlas_géographique
2;fr;De quelle matière très dure est principalement constituée la banquise ?;Glace;Roche;Terre;Métal;Débutant;La banquise est la couche de glace qui se forme à la surface d'une étendue d'eau par solidification des premières couches d'eau.;https://fr.wikipedia.org/wiki/Banquise
3;fr;Dans quel endroit intérieur ou extérieur faut-il mettre un bonnet pour raison d'hygiène ?;Piscine;Stade;Cinéma;Théâtre;Débutant;Les piscines publiques comportent en général un bassin de 25 mètres de longueur pour une largeur de 10 et 20 mètres.;https://fr.wikipedia.org/wiki/Piscine
4;fr;Quelle opération arithmétique permet de calculer le produit de deux nombres ?;Multiplication;Division;Soustraction;Simplification;Débutant;Cette opération est souvent notée avec la croix de multiplication, mais peut aussi être notée par d'autres symboles.;https://fr.wikipedia.org/wiki/Multiplication
5;fr;Quel sport consiste à faire du ski sur l'eau, tracté par un bateau rapide ?;Ski nautique;Ski alpin;Ski de fond;Ski acrobatique;Débutant;Ce sport consistant à se faire tracter par un bateau à moteur comporte 4 disciplines : le slalom, les figures, le saut et le combiné.;https://fr.wikipedia.org/wiki/Ski_nautique
6;fr;Duquel de nos cinq sens les personnes aveugles sont-elles hélas privées ?;Vue;Odorat;Ouïe;Toucher;Débutant;La vie sociale est compliquée par le handicap : la santé et le sommeil sont affectés par une perturbation de la production de la mélatonine.;https://fr.wikipedia.org/wiki/Cécité
7;fr;Dans quel dessin animé peux-tu entendre la célèbre phrase « Hakuna matata » ?;« Le Roi lion »;« Dinosaure »;« Cars »;« Toy Story »;Débutant;Sorti en 1994, le film est inspiré de l'oeuvre d'Osamu Tezuka « Le Roi Léo » (1951) et d'« Hamlet » de William Shakespeare.;https://fr.wikipedia.org/wiki/Le_Roi_lion
8;fr;Quel sport consiste à envoyer une petite balle blanche dans un trou ?;Golf;Cricket;Croquet;Chistera;Débutant;En 2009, Le Comité international olympique a réintégré le golf parmi la liste des sports présents aux Jeux olympiques d'été.;https://fr.wikipedia.org/wiki/Golf
9;fr;Que porte sur la tête le capitaine Haddock, meilleur ami de Tintin ?;Casquette;Chapeau;Turban;Casque;Débutant;En 1996, il a été désigné comme le personnage principal préféré de la série avec 37,5 % des suffrages devant Milou et Tintin.;https://fr.wikipedia.org/wiki/Capitaine_Haddock
10;fr;De quelle montagne peuvent parfois sortir des matières brûlantes ?;Volcan;Dune;Talus;Rocher;Débutant;Les laves refroidies peuvent atteindre des milliers de mètres d'épaisseur, formant parfois des montagnes ou des îles.;https://fr.wikipedia.org/wiki/Volcan
11;fr;Laquelle de ces propositions désigne ce qui apparaît en premier sur un arbre ?;Bourgeon;Fleur;Fruit;Pépin;Confirmé;Le bourgeon donne naissance aux branches, aux feuilles, aux fleurs (le bourgeon est alors nommé bouton) et aux fruits.;https://fr.wikipedia.org/wiki/Bourgeon_(botanique)
12;fr;Dans la coquille de quel animal marin peut-on parfois trouver une perle ?;Huître;Moule;Escargot;Tortue;Confirmé;Les huîtres sont des mollusques qui ne vivent que dans l'eau salée ou saumâtre et se trouvent dans toutes les mers.;https://fr.wikipedia.org/wiki/Huître
13;fr;Quel nom donne-t-on aux grandes collines de sable situées au bord de la mer ?;Dunes;Monts;Banquises;Falaises;Confirmé;Les dunes étant composées de sable, on ne parle pas de dune de sable, sauf pour préciser la qualité du sable qui la compose.;https://fr.wikipedia.org/wiki/Dune
14;fr;Au cours de quelle saison la plupart des arbres fleurissent-ils en Europe ?;Printemps;Été;Automne;Hiver;Confirmé;Sur les arbres, le bourgeon hiverne et au printemps, lorsque les racines reprennent le pompage de la sève brute, celui-ci éclate.;https://fr.wikipedia.org/wiki/Arbre
15;fr;Comment appelle-t-on un jeune mouton mâle âgé de moins d'un an ?;Agneau;Bélier;Bouc;Biquette;Confirmé;L'agneau est principalement élevé pour sa viande, mais également pour sa peau (articles de mode) et son poil (feutre des chapeliers).;https://fr.wikipedia.org/wiki/Agneau
16;fr;Quelle médaille obtient un sportif arrivé deuxième d'une épreuve aux JO ?;Argent;Or;Cuivre;Bronze;Confirmé;Lors des JO de 1896, la médaille d'argent était remise au gagnant : ce n'est qu'en 1904 que l'ordre or/argent/bronze devint un standard.;https://fr.wikipedia.org/wiki/Médaille_d'argent
17;fr;Quel appareil permet de rebondir sur une toile tendue et de faire des sauts et des figures ?;Trampoline;Espalier;Javelot;Perche;Confirmé;Conjuguant l'aspect acrobatique à l'adrénaline des sensations verticales, le trampoline est considéré comme sport et attraction.;https://fr.wikipedia.org/wiki/Trampoline_(appareil)
18;fr;Quel genre de chaussures porte-t-on pour pratiquer le judo en toute sécurité ?;Aucune;Bottes;Sabots;Baskets;Confirmé;Le lieu où l'on pratique le judo s'appelle le dojo, les pratiquants les judokas, la tenue en coton renforcée le judogi ou kimono.;https://fr.wikipedia.org/wiki/Judo
19;fr;Combien un trèfle du jardin possède-t-il le plus souvent de feuilles ?;Trois;Deux;Quatre;Cinq;Confirmé;C'est une plante très basse à tige rampante, reconnaissable à ses inflorescences blanches, parfois rosées, au parfum assez agréable.;https://fr.wikipedia.org/wiki/Trèfle_blanc
20;fr;Dans un jeu de cartes classique, de quelle couleur sont les carreaux ?;Rouge;Noir;Vert;Bleu;Confirmé;Un jeu français comprend 52 cartes à jouer, réparties suivant treize valeurs sur quatre enseignes : pique, coeur, carreau et trèfle.;https://fr.wikipedia.org/wiki/Jeu_de_cartes_français
21;fr;Comment appelle-t-on la ligne imaginaire qui sépare deux pays ?;Frontière;Tangente;Section;Médiane;Expert;Le sens attribué au mot frontière a évolué tout au long de l'histoire, et il n'a pas été le même d'une époque à l'autre.;https://fr.wikipedia.org/wiki/Frontière
22;fr;Quel est le nombre total de points sur un dé à six faces de jeu de société ?;21;18;15;30;Expert;Les dés les plus courants sont des petits cubes de 1 à 2 cm de côté (souvent 16 mm), possédant donc 6 faces numérotées de 1 à 6.;https://fr.wikipedia.org/wiki/Dé
23;fr;Quelle catégorie d'animaux nourrissent leurs petits avec leur lait ?;Mammifères;Carnivores;Rongeurs;Primates;Expert;Les nouveau-nés nécessitent systématiquement des soins parentaux du fait de leur appareil digestif immature à la naissance.;https://fr.wikipedia.org/wiki/Mammifère
24;fr;Dans nos jardins, quelle partie de la plante peut s'enfoncer profondément dans la terre ?;Racine;Tige;Pétale;Épine;Expert;La racine est un organe vital de la plante, qui se forme très tôt lors du développement de la plante, dès le début de la germination.;https://fr.wikipedia.org/wiki/Racine_(botanique)
25;fr;En quelle matière sont fabriqués les pneus des voitures ?;Caoutchouc;Liège;Plastique;Carbone;Expert;Un pneu est conçu pour être monté sur la jante d'une roue et gonflé avec un gaz sous pression, habituellement de l'air ou de l'azote.;https://fr.wikipedia.org/wiki/Pneumatique_(véhicule)
26;fr;Comment appelle-t-on une maison construite en bois en pleine montagne ?;Chalet;Caravane;Gîte;Auberge;Expert;En Suisse romande, le terme chalet désigne également l'édifice où l'on fait le fromage en été dans les hauts alpages.;https://fr.wikipedia.org/wiki/Chalet
27;fr;Laquelle de ces nages représente le type de nage le plus rapide ?;Crawl;Basse;Dos;Papillon;Expert;En crawl, la position du corps est horizontale et se caractérise par un battement des jambes et d'une rotation des bras en dehors de l'eau.;https://fr.wikipedia.org/wiki/Crawl
28;fr;En compétition, que met-on sur le dos de certains sportifs pour les reconnaître ?;Dossard;Maillot;Mouchoir;Drapeau;Expert;En dehors du sport hippique, l'athlétisme et le cyclisme furent les premières disciplines à adopter le système de dossard.;https://fr.wikipedia.org/wiki/Dossard
29;fr;Quelle source d'énergie permet de faire avancer une planche à voile ?;Éolienne;Solaire;Marine;Hydraulique;Expert;En 2015 l'éolien fournissait 3,4 % de la production mondiale d'électricité. En 2017, cette part a été portée à 4 % avec 539 GW.;https://fr.wikipedia.org/wiki/Énergie_éolienne
30;fr;Quelle course cycliste de France est aussi appelée la Grande Boucle ?;Tour de France;Critérium;Milan-San Remo;Paris-Nice;Expert;Cette compétition cycliste par étapes masculine a lieu principalement en France, tout en traversant occasionnellement les pays voisins.;https://fr.wikipedia.org/wiki/Tour_de_France
1;en;In what book often do we find mainly maps of geography ?;Atlas;Dictionary;Roman;Agenda;Débutant;Atlases better than maps provide a representation of the political conceptions of a given society or culture.;https://en.wikipedia.org/wiki/Atlas
2;en;What very hard matter is mainly ice pack ?;Ice cream;Roche;Earth;Metal;Débutant;Pack ice is the layer of ice that forms on the surface of a body of water by solidification of the first layers of water.;https://en.wikipedia.org/wiki/Sea ice
3;en;In which place inside or outside should a hat be put for reasons of hygiene ?;Pool;Stadium;Cinema;Theater;Débutant;Public swimming pools usually have a 25-meter-long pool with a width of 10 and 20 meters.;https://en.wikipedia.org/wiki/Swimming pool
4;en;Which arithmetic operation makes it possible to calculate the product of two numbers ?;Multiplication;Division;Subtraction;Simplification;Débutant;This operation is often noted with the multiplication cross, but can also be noted by other symbols.;https://en.wikipedia.org/wiki/Multiplication
5;en;What sport is skiing on the water, pulled by a fast boat ?;Water skiing;Alpine skiing;Cross-country skiing;Freestyle Skiing;Débutant;This sport of being towed by a motor boat has four disciplines : slalom, tricks, jumping and combining.;https://en.wikipedia.org/wiki/Water_skiing
6;en;Which of our five senses are blind people hitherto deprived of ?;View;Smell;Hearing;Touch;Débutant;Social life is complicated by disability: health and sleep are affected by a disruption in the production of melatonin.;https://en.wikipedia.org/wiki/Blindness
7;en;In which cartoon can you hear the famous phrase « Hakuna matata » ?;« The Lion King »;« Dinosaur »;« Cars »;« Toy Story »;Débutant;Released in 1994, the film is inspired by the work of Osamu Tezuka « King Leo » (1951) and « Hamlet » by William Shakespeare.;https://en.wikipedia.org/wiki/The_Lion_King
8;en;What sport is sending a small white ball into a hole ?;Golf;Cricket;Croquet;Chistera;Débutant;In 2009, the International Olympic Committee reinstated golf among the list of sports present at the Summer Olympics.;https://en.wikipedia.org/wiki/Golf
9;en;What does Captain Haddock, Tintin's best friend, wear on his head ?;Cap;Hat;Turban;Helmet;Débutant;In 1996, he was named as the favorite main character in the series with 37.5 % of the vote before Snowy and Tintin.;https://en.wikipedia.org/wiki/Captain_Haddock
10;en;Which mountain can sometimes come out of hot materials ?;Volcano;Dune;Talus;Rock;Débutant;The cooled lavas can be thousands of meters thick, sometimes forming mountains or islands.;https://en.wikipedia.org/wiki/Volcano
11;en;Which of these propositions means what appears first on a tree ?;Bud;Flower;Fruit;Seed;Confirmé;The bud gives birth to branches, leaves, flowers (the bud is then called a bud) and fruit.;https://en.wikipedia.org/wiki/Bud
12;en;In the shell of what marine animal can we sometimes find a pearl ?;Oyster;Mold;Snail;Turtle;Confirmé;Oysters are molluscs that live only in salty or brackish water and are found in all seas.;https://en.wikipedia.org/wiki/Oyster
13;en;What name do we give to the great sand hills on the seashore ?;Dunes;Monts;Ice floes;Cliffs;Confirmé;Sand dunes are not sand dune, except to specify the quality of the sand that makes it up.;https://en.wikipedia.org/wiki/Dune
14;en;During which season do most trees bloom in Europe ?;Spring;Summer;Autumn;Winter;Confirmé;On the trees, the bud overwinters and in the spring, when the roots resume the pumping of the raw sap, it explodes.;https://en.wikipedia.org/wiki/Tree
15;en;What is a young male sheep less than a year old called ?;Lamb;Aries;Bouc;Biquette;Confirmé;The lamb is mainly eaten for its meat, but also for its skin (fashion items) and its hair (hatters' hat).;
16;en;What medal gets a sportsman who arrives second in a test at the Olympics ?;Silver;Gold;Copper;Bronze;Confirmé;At the 1896 Olympics, the silver medal was awarded to the winner : it was not until 1904 that the gold / silver / bronze order became standard.;https://en.wikipedia.org/wiki/Silver_medal
17;en;What device makes it possible to bounce on a stretched canvas and to make jumps and tricks ?;Trampoline;Espalier;Javelot;Perch;Confirmé;Combining the acrobatic and adrenaline side of vertical sensations, the trampoline is considered a sport and attraction.;https://en.wikipedia.org/wiki/Trampoline
18;en;What kind of shoes do you wear to practice judo safely ?;None;Boots;Clogs;Sneakers;Confirmé;The place where one practices the judo is called the dojo, the practitioners the judokas, the dress in reinforced cotton the judogi or kimono.;https://en.wikipedia.org/wiki/Judo
19;en;How often does a clover in the garden have leaves ?;Three;Two;Four;Five;Confirmé;It is a very low plant with a creeping stalk, recognizable by its white, sometimes pink, inflorescences with a rather pleasant perfume.;
20;en;In a classic card game, what color are the tiles ?;Red;Black;Green;Blue;Confirmé;A French game includes 52 playing cards, distributed according to thirteen values four signs : spades, hearts, diamonds and clubs.;
21;en;What is the name of the imaginary line separating two countries ?;Border;Tangente;Section;Median;Expert;The meaning attributed to the word frontier has evolved throughout history, and it has not been the same from one era to the next.;https://en.wikipedia.org/wiki/Border
22;en;What is the total number of points on a six-sided board game ?;21;18;15;30;Expert;The most common dice are small cubes 1 to 2 cm in side (often 16 mm), thus having 6 faces numbered from 1 to 6.;https://en.wikipedia.org/wiki/Dice
23;en;What class of animals feed their young with their milk ?;Mammals;Carnivores;Rodents;Primates;Expert;Newborns systematically require parental care because of their immature digestive systems at birth.;https://en.wikipedia.org/wiki/Mammif%E8re
24;en;In our gardens, what part of the plant sometimes sinks deep into the ground ?;Root;Rod;Petal; ?pine;Expert;The root is a vital organ of the plant, which is formed very early during the development of the plant, from the beginning of germination.;https://en.wikipedia.org/wiki/Root
25;en;What are the car tires made of ?;Rubber;Liège;Plastic;Carbon;Expert;A tire is designed to be mounted on the wheel rim and inflated with pressurized gas, usually air or nitrogen.;
26;en;What is a wooden house called in the middle of the mountain ?;Chalet;Caravan;Cottage;Hostel;Expert;In French-speaking Switzerland, the term chalet also designates the building where cheese is made in summer in the high mountain pastures.;https://en.wikipedia.org/wiki/Chalet
27;en;Which of these swims represents the fastest type of swimming ?;Crawl;Low;Back;Butterfly;Expert;In crawl, the position of the body is horizontal and is characterized by a beating of the legs and a rotation of the arms out of the water.;https://en.wikipedia.org/wiki/Front crawl
28;en;In competition, what do we put on the back of certain athletes to recognize them ?;Bib;Jersey;Handkerchief;Flag;Expert;Apart from the sport of horsemanship, athletics and cycling were the first disciplines to adopt the bib system.;https://en.wikipedia.org/wiki/Number (sports)
29;en;What source of energy is used to advance a windsurfing board ?;Wind turbine;Solar;Navy;Hydraulic;Expert;In 2015 wind power supplied 3.4 % of the world's electricity production. In 2017, this share was increased to 4 % with 539 GW.;https://en.wikipedia.org/wiki/Wind_power
30;en;Which cycling race in France is also called the Great Loop ?;Tour de France;Criterium;Milan-San Remo;Paris-Nice;Expert;This cycling competition by male stages takes place mainly in France, while occasionally crossing neighboring countries.;https://en.wikipedia.org/wiki/Tour_de_France
