1;De quel petit objet se munit le golfeur pour surélever sa balle avant de la frapper ?;Un tee;Un pitch;Un putter;Un caddie;Débutant;Le joueur peut poser sa balle sur une cheville de bois ou de plastique qui ne peut pas être utilisée en dehors des départs.;http://fr.wikipedia.org/wiki/Matériel_de_golf
2;Quel sport de raquette porte le nom de la ville anglaise où il fut inventé ?;Le badminton;Le tennis;Le squash;Le padel;Débutant;Le badminton est toujours pratiqué en intérieur car avec le vent, en extérieur, le volant peut changer de direction.;http://fr.wikipedia.org/wiki/Badminton
3;Combien y a-t-il de joueurs sur le terrain dans une équipe de football ?;Onze;Dix;Neuf;Quatorze;Débutant;Codifié par les Britanniques à la fin du XIXe siècle, le football s'est doté en 1904 d'une fédération internationale, la FIFA.;http://fr.wikipedia.org/wiki/Football
4;Quel tapis à ressorts sert au gymnaste à faire toutes sortes de figures ?;Le trampoline;Le cheval d'arçons;Le ruban;L'espalier;Débutant;Le terme générique de « trampoline » englobe trois disciplines : le trampoline, le tumbling et le double mini trampoline.;http://fr.wikipedia.org/wiki/Trampoline_(sport)
5;Que réussit une équipe de rugby qui remporte les quatre matches du Tournoi des Six Nations ?;Le grand chelem;La rose rouge;Les trois plumes;Le chardon;Débutant;Pour des raisons de sponsoring, ce tournoi est officiellement appelé « RBS Six Nations » (RBS pour Royal Bank of Scotland).;http://fr.wikipedia.org/wiki/Tournoi_des_Six_Nations
6;Que signale le drapeau à damiers noir et jaune dans une station de sports d'hiver ?;Risque d'avalanche;Ouverture des pistes;Télésiège en panne;Fin de journée;Débutant;La puissance des avalanches est telle qu'elles emportent facilement tout élément mobile rencontré (hommes, animaux, rochers).;http://fr.wikipedia.org/wiki/Avalanche
7;Au golf, au milieu de quoi le trou est-il généralement placé ?;Le green;Le spleen;Le spin;Le gin;Débutant;Le golf est un sport moins pratiqué par les femmes que par les hommes qui souffre d'un traitement médiatique et financier inégal.;http://fr.wikipedia.org/wiki/Golf
8;Laquelle de ces propositions ne retrouve-t-on pas sur un vélo de sprinter sur piste ?;Des freins;Un guidon;Une selle;Un cadre;Débutant;Le pratiquant de ce sport est donc obligé de pédaler en permanence jusqu'à l'arrêt complet de son vélo (pignons fixes).;http://fr.wikipedia.org/wiki/Cyclisme_sur_piste
9;Comment appelle-t-on une descente rapide en ski alpin  ?;Un schuss;Un slalom;Un combiné;Un freestyle;Débutant;En compétition, durant les épreuves de vitesse, le bâton est profilé pour épouser la forme du corps du skieur lors du schuss.;http://fr.wikipedia.org/wiki/Ski_alpin
10;Quel nombre de jeux chaque set de tennis comporte-t-il ?;Au moins six;Onze;Cinq;Sept;Débutant;Le mot « tennis » provient du français « tenez », mot que l'on adressait à l'adversaire au moment de servir.;http://fr.wikipedia.org/wiki/Tennis
11;Dans une épreuve de saut en longueur, à combien d'essais chaque concurrent a-t-il droit ?;Trois;Deux;Quatre;Cinq;Confirmé;Le record du monde masculin de saut en longueur est détenu depuis 1991 par Mike Powell avec un saut à 8,95 mètres.;http://fr.wikipedia.org/wiki/Saut_en_longueur
12;En kayak, de quel type de pagaie se sert-on pour avancer ou reculer ?;Double;Simple;Triple;Quadruple;Confirmé;Le kayak est parfois confondu avec le canoë, la pratique sportive étant désignée par le terme général « canoë-kayak ».;http://fr.wikipedia.org/wiki/Kayak
13;Quel était le nom de la navigatrice en solitaire française, skipper du Biotherm ?;Florence Artaud;Isabelle Autissier;Mathilde Géron;Maud Fontenoy;Confirmé;Elle a perdu la vie dans un accident d'hélicoptère alors qu'elle participait au tournage de l'émission Dropped de TF1.;http://fr.wikipedia.org/wiki/Florence_Arthaud
14;Dans le jargon de l'alpinisme, que fait un alpiniste qui « dévisse » ?;Il tombe;Il ôte un piton;Il dort;Il mange;Confirmé;L'alpinisme est une pratique sportive d'ascension en haute montagne qui repose sur différentes techniques de progression.;http://fr.wikipedia.org/wiki/Alpinisme
15;En escrime, quelle est la troisième arme blanche avec l'épée et le fleuret ?;Le sabre;Le poignard;Le couteau;La hache;Confirmé;Ces trois armes sont sexuées : épée féminine et masculine, fleuret féminin et masculin et sabre féminin et masculin.;http://fr.wikipedia.org/wiki/Escrime
