1;Laquelle de ces propositions ne désigne pas une boisson énergisante ?;Oasis;Dark Dog;Monster Energy;Red Bull;Débutant;La marque est aujourd'hui, en France, la première marque de boisson aux fruits non gazeuse.;http://fr.wikipedia.org/wiki/Oasis_(boisson)
2;Quelle est la saveur du Champomy, appartenant à la marque Orangina Schweppes ?;Pomme;Ananas;Orange;Citron;Débutant;En 2013, Orangina Schweppes se hisse à la seconde place du marché des boissons non-alcoolisées en France.;http://fr.wikipedia.org/wiki/Orangina_Schweppes
3;Dans quelle région de France le Breizh Cola a-t-il été créé et commercialisé depuis 2002 ?;Bretagne;Gironde;Charente-Maritime;Île-de-France;Débutant;Ce cola régional français tire son nom de sa première composition, l'utilisation de noix de kola, et du nom breton de la Bretagne.;http://fr.wikipedia.org/wiki/Breizh_Cola
4;Quelle star a popularisé dans les publicités de la marque Nespresso le slogan « What esle » ?;George Clooney;Bard Pitt;John Travolta;Tom Hanks;Débutant;En 2009, l'entreprise a réalisé un chiffre d'affaires de 1,94 milliard d'euros (2,77 milliards de francs suisses).;http://fr.wikipedia.org/wiki/Nespresso
5;Quelles sont les deux couleurs de la marque Coca-Cola fabriquée par la Coca-Cola Company ?;Rouge et blanche;Noire et verte;Bleue et orange;Jaune et bleue;Débutant;Ce nom provient de deux ingrédients utilisés pour sa composition originelle : la feuille de coca et la noix de kola.;http://fr.wikipedia.org/wiki/Coca-Cola
6;Avec quoi les cafetières de la marque Senseo fonctionnent-elles ?;Des dosettes;Des capsules;Du café soluble;Du café filtre;Débutant;La marque de cafetière est portée par les entreprises néerlandaises Philips et Douwe Egberts.;http://fr.wikipedia.org/wiki/Senseo
7;Dans quel domaine la société Tropicana est-elle un des leaders mondiaux du marché ?;Jus de fruits;Thé;Limonade;Bières sans alcool;Débutant;L'entreprise a été fondée en 1947 par Anthony T. Rossi, un immigrant italien, avec à l'origine 50 employés.;http://fr.wikipedia.org/wiki/Tropicana
8;En 2014, quelle star française est apparue dans une publicité Nespresso aux côtés de George Clooney ?;Jean Dujardin;Omar Sy;Alain Delon;Jean-Paul Belmondo;Débutant;Via ces stars, la marque cherche à ne pas correspondre au modèle de vente d'« un produit dans une boite ».;http://fr.wikipedia.org/wiki/Nespresso
9;Laquelle de ces propositions ne désigne pas une marque d'eau minérale ?;Tropicana;Badoit;Quézac;Saint-Yorre;Débutant;Après pressage, les fruits, transformés en jus, sont embouteillés selon la certification ISO 14001.;http://fr.wikipedia.org/wiki/Tropicana
10;Parmi ces différentes marques de sirops se cache un intrus, mais lequel ?;Champomy;Teisseire;Marie Dolin;Williams;Débutant;Champomy est créée en 1989 par Pampryl et est présentée comme « la première boisson festive pour enfants ».;http://fr.wikipedia.org/wiki/Champomy
11;En 2009, quelle marque d'eau minérale a produit une publicité où des bébés faisaient du roller ?;Evian;Badoit;Volvic;Rozana;Confirmé;Sa source se situe dans les Alpes à Évian-les-Bains dans le département de la Haute-Savoie.;http://fr.wikipedia.org/wiki/Évian_(eau_minérale)
12;Quelle marque de boissons énergisantes a pour logo trois griffes vertes ?;Monster Energy;Rockstar;Red Bull;Dark Dog;Confirmé;La gamme comporte des boissons gazeuses énergétiques aux divers arômes fruités et des boissons non gazeuses à base de thé.;http://fr.wikipedia.org/wiki/Monster_Energy
13;Laquelle de ces propositions ne désigne pas un cocktail sans alcool ?;Bloody Mary;Lassi sucré;Arnold Palmer;Fauxmosa;Confirmé;Le Bloody Mary est un cocktail plus ou moins fortement pimenté et épicé selon les goûts, à base de vodka.;http://fr.wikipedia.org/wiki/Bloody_Mary
14;Quelle société a créé la marque de café Ricoré, café soluble avec de la chicorée ?;Nestlé;Carrefour;Danone;Starbucks;Confirmé;La marque est principalement présente en France et dans une moindre mesure en Belgique et en Pologne.;http://fr.wikipedia.org/wiki/Ricoré
