1;En France, de quand datent les congés payés ainsi que la semaine de quarante heures ?;1936;1946;1926;1956;Débutant;Les congés payés sont une innovation sociale majeure dont certaines prémices étaient apparues en Allemagne.;http://fr.wikipedia.org/wiki/Congés_payés
2;Quand a débuté la Cinquième République en France, succédant à la Quatrième République ?;1958;1968;1948;1938;Débutant;Elle marque une rupture par rapport à la tradition parlementaire de la République française.;http://fr.wikipedia.org/wiki/Cinquième_République_(France)
3;Quelle est l'année du début de la Seconde Guerre mondiale, conflit armé à l'échelle planétaire ?;1939;1940;1938;1914;Débutant;Ce conflit planétaire opposa schématiquement deux camps : les Alliés et l'Axe.;http://fr.wikipedia.org/wiki/Seconde_Guerre_mondiale
4;En quelle année a eu lieu la Bataille de Verdun du 21 février au 19 décembre ?;1916;1926;1936;1946;Débutant;Cette bataille a vu une moyenne de 70 000 victimes pour chacun des dix mois du conflit.;http://fr.wikipedia.org/wiki/Bataille_de_Verdun_(1916)
5;En quelle année a eu lieu la première Bataille de la Marne, mettant en échec le plan Schlieffen ?;1914;1916;1940;1942;Débutant;Cette bataille doit être distinguée de la seconde bataille de la Marne, qui se déroula en juillet 1918.;http://fr.wikipedia.org/wiki/Bataille_de_la_Marne_(1914)
6;En quelle année Kennedy, souvent désigné par ses initiales JFK, a-t-il été assassiné ?;1963;1973;1953;1983;Débutant;Son assassinat reste à ce jour, pour beaucoup, non résolu, alimentant les rumeurs et les hypothèses les plus folles.;http://fr.wikipedia.org/wiki/John_Fitzgerald_Kennedy
7;En quelle année est mort Charles de Gaulle, grand homme d’État français ?;1970;1960;1980;1950;Débutant;Charles de Gaulle est le premier à occuper la magistrature suprême sous la Cinquième République.;http://fr.wikipedia.org/wiki/Charles_de_Gaulle
8;En quelle année les Accords de Genève ont-ils marqué la fin de la guerre d'Indochine ?;1954;1964;1944;1974;Débutant;Depuis 1946, la guerre d'Indochine opposait principalement la France au Viet Minh dirigé par Ho Chi Minh.;http://fr.wikipedia.org/wiki/Accords_de_Genève
9;En quelle année Charles De Gaulle a-t-il été élu au suffrage universel ?;1965;1955;1975;1945;Débutant;Sa vision du pouvoir l'oppose aux partis communiste, socialiste, centristes pro-européens et d'extrême droite.;http://fr.wikipedia.org/wiki/Charles_de_Gaulle
10;En quelle année une crise économique mondiale sans précédent s'est-elle déclenchée aux États-Unis ?;1929;1939;1919;1949;Débutant;La Grande Dépression va du krach de 1929 aux États-Unis jusqu'à la Seconde Guerre mondiale.;http://fr.wikipedia.org/wiki/Grande_Dépression
11;En quelle année s'est déroulée la Conférence de Brazzaville avec le général de Gaulle ?;1944;1954;1964;1974;Confirmé;À l'issue de cette conférence, l'abolition du code de l'indigénat est décidée ainsi qu'une politique d'assimilation en faveur des colonies.;http://fr.wikipedia.org/wiki/Conférence_de_Brazzaville
12;En quelle année le Plan Marshall a-t-il permis de redresser l'économie européenne ?;1947;1957;1967;1977;Confirmé;Les milliards débloqués ne furent pas un don mais un prêt accordé par des banques américaines.;http://fr.wikipedia.org/wiki/Plan_Marshall
13;Jusque quand Franco a-t-il gouverné l'Espagne, avant l'arrivée au pouvoir de Juan Carlos ?;1975;1985;1965;1995;Confirmé;Selon l'historien franquiste Ricardo de la Cierva, il s'agissait pour Franco de sauver l'Espagne du chaos.;http://fr.wikipedia.org/wiki/Francisco_Franco
14;La Guerre d'Algérie a pris fin avec les Accords d'Évian qui furent signés en quelle année ?;1962;1952;1972;1982;Confirmé;Après l'indépendance, ce fut le tour d'une guerre civile algérienne qui se termina en septembre 1963.;http://fr.wikipedia.org/wiki/Accords_d'Évian
15;En quelle année fut signé à Rome le traité sur le fonctionnement de l'Union européenne ?;1957;1967;1947;1977;Confirmé;Le Traité de Maastricht a renommé la Communauté économique européenne en Communauté européenne.;http://fr.wikipedia.org/wiki/Traité_sur_le_fonctionnement_de_l'Union_européenne
16;En France, de quand date la victoire du Front Populaire, coalition de partis de gauche ?;1936;1926;1946;1956;Confirmé;Il réunissait les trois principaux partis de la gauche, la SFIO, le Parti radical-socialiste et le Parti communiste.;http://fr.wikipedia.org/wiki/Front_populaire_(France)
17;Quelle est l'année du torpillage du paquebot Lusitania et des premières attaques au gaz ?;1915;1905;1925;1935;Confirmé;Son torpillage, avec plus de 1 200 passagers, joua un rôle important dans l'hostilité des États-Unis envers l'Allemagne.;http://fr.wikipedia.org/wiki/RMS_Lusitania
18;En quelle année la France est-elle entrée dans la CEE pour mener une intégration économique ?;1957;1947;1967;1977;Confirmé;Charles de Gaulle utilisa son droit de veto à l'entrée du Royaume-Uni dans les communautés.;http://fr.wikipedia.org/wiki/Communauté_économique_européenne
19;En quelle année Salvador Allende a-t-il trouvé la mort durant le coup d’État du général Pinochet ?;1973;1963;1953;1943;Confirmé;Salvador Allende se suicida dans le palais de la Moneda, sous les bombes putschistes.;http://fr.wikipedia.org/wiki/Salvador_Allende
20;A partir de quelle année Fidel Catro a-t-il dirigé Cuba en renversant le régime de Batista ?;1958;1948;1968;1978;Confirmé;Ses détracteurs et des organisations de défense des droits de l'Homme dénoncent son gouvernement comme une dictature.;http://fr.wikipedia.org/wiki/Fidel_Castro
21;Quelle est l'année de la nomination d'Hitler comme chancelier du Reich ?;1933;1923;1943;1913;Expert;L'année suivante, il se fait aussitôt plébisciter en août 1934 comme chef de l'État, portant le titre de Führer.;http://fr.wikipedia.org/wiki/Adolf_Hitler
