1;fr;La colombophilie concerne l'élevage de quels animaux ?;Pigeons;Oiseaux;Canards;Poules;Débutant;La colombophilie est aussi l'art de faire concourir des pigeons voyageurs via un sport non officiel et très peu connu.;https://fr.wikipedia.org/wiki/Colombophilie
2;fr;Comment appelle-t-on le jeune du pigeon, souvent appelé ainsi jusqu'à un an ?;Pigeonneau;Paonneau;Tourtereau;Pigeonnier;Débutant;Le pigeonneau désigne aussi par extension la viande de pigeon issue du pigeon sauvage ou de l'élevage du pigeon.;https://fr.wikipedia.org/wiki/Viande_de_pigeon
3;fr;Quel est le poids général moyen d'un pigeon voyageur ?;400 g;1 kg;100 g;2 kg;Débutant;Lors d'un concours difficile en raison de la météo, le pigeon voyageur peut perdre presque la moitié de son poids.;https://fr.wikipedia.org/wiki/Colombophilie
4;fr;À quel âge environ un pigeonneau peut-il être séparé de ses parents ?;3 semaines;8 mois;6 mois;1 an;Débutant;Dans le jargon colombophile, un pigeonneau peut-être sevré après environ trois ou quatre semaines.;https://fr.wikipedia.org/wiki/Columba_(oiseau)
5;fr;Selon une phrase restée célèbre pour les colombophiles, que font les convoyeurs ?;Ils attendent;Ils pleurent;Ils courent;Ils prient;Débutant;De nos jours, les colombophiles consultent sur internet les informations mises à jour et relatives aux lâchers des pigeons.;https://fr.wikipedia.org/wiki/Colombophilie
6;fr;Comment appelle-t-on les grandes plumes rigides de l'aile du pigeon ?;Rémiges;Rames;Duvet;Plumage;Débutant;Chaque espèce possède des rémiges de formes ou de couleurs différentes, ce qui permet d'identifier les oiseaux.;https://fr.wikipedia.org/wiki/Rémige
7;fr;Dans quel lieu résident généralement les pigeons du colombophile ?;Pigeonnier;Abri;Clapier;Grenier;Débutant;Il existe une surprenante géographie des colombiers, avec des densités variables suivant les régions méditerranéennes.;https://fr.wikipedia.org/wiki/Colombier_(édifice)
8;fr;Comment appelle-t-on la femelle du pigeon, souvent plus petite que le mâle ?;Pigeonne;Tourterelle;Colombe;Palombe;Débutant;Lorsqu'ils sont jeunes, il n'est pas inhabituel d'avoir du mal à distinguer un pigeon mâle d'un pigeon femelle.;https://fr.wikipedia.org/wiki/Columba_(oiseau)
9;fr;Quel est le mot picard bien connu pour désigner le colombophile ?;Coulonneux;Colombiculteur;Péristérophile;Colombier;Débutant;La colombophilie est inscrite à l'Inventaire du patrimoine culturel immatériel français depuis 2012.;https://fr.wikipedia.org/wiki/Colombophilie
10;fr;Quelle maladie oblige souvent le colombophile à confiner ses pigeons ?;Grippe aviaire;Coronavirus;Bronchite;Méningite;Débutant;Les virus aviaires qui sévissent chez les oiseaux peuvent parfois infecter l'homme : c'est le cas du virus H5N1.;https://fr.wikipedia.org/wiki/Colombophilie
11;fr;Combien de doigts le pigeon possède-t-il à chaque patte ?;Quatre;Six;Huit;Deux;Confirmé;La patte du pigeon, présent dans tous les continents, pose sur trois doigts à l'avant et sur un doigt à l'arrière.;https://fr.wikipedia.org/wiki/Colombophilie
12;fr;Qui aurait utilisé le premier un pigeon comme pigeon voyageur ?;Noé;Jules César;Christophe Colomb;Eisenhower;Confirmé;Après le déluge, Noé lâcha une colombe qui revint à l'arche avec un rameau d'olivier, devenu un symbole de paix.;https://fr.wikipedia.org/wiki/Colombophilie
13;fr;Quelle ville représente la plus longue distance parcourue par les pigeons hollandais et belges ?;Barcelone;Lille;Paris;Casablanca;Confirmé;Le concours international de Barcelone est un rendez-vous incontournable pour de très nombreux colombophiles.;https://fr.wikipedia.org/wiki/Colombophilie
14;fr;Quel pays est considéré comme le berceau de la colombophilie mondiale ?;Belgique;France;Allemagne;Pays-Bas;Confirmé;Une statue, située à Bruxelles au square des Blindés, possède un piédestal portant la mention « Au pigeon soldat ».;https://fr.wikipedia.org/wiki/Colombophilie
15;fr;Quel acronyme désigne l'organisme central de la colombophilie belge ?;R.F.C.B.;S.C.B.;F.G.T.B.;A.C.B.;Confirmé;La Royale Fédération Colombophile Belge a été fondée à l'occasion du congrès colombophile international du 16 octobre 1910.;https://fr.wikipedia.org/wiki/Colombophilie
