1;fr;En quelle année Britney Spears a-t-elle vu le jour dans le Mississippi ?;1981;1984;1978;1987;Débutant;Les parents de Britney Spears sont Lynne Irene Bridges, ancienne institutrice, et James Parnell Spears, agent immobilier.;https://fr.wikipedia.org/wiki/Britney_Spears
2;fr;Combien de disques de diamant Britney Spears avait-elle à son actif début 2020 ?;Deux;Un;Trois;Quatre;Débutant;Elle est l'artiste détenant le plus de disques de diamant aux États-Unis, à égalité avec Michael Jackson, Madonna et Céline Dion.;https://fr.wikipedia.org/wiki/Britney_Spears
3;fr;De quel style Britney Spears est-elle crédité d'avoir influencé la renaissance ?;Teen pop;Noise pop;J-pop;Europop;Débutant;La sortie de son quatrième album studio en 2003, « In the Zone », a connu un succès mondial grâce à son deuxième single, « Toxic ».;https://fr.wikipedia.org/wiki/Teen_pop
4;fr;Comment Britney Spears est-elle habillée dans le clip « ...Baby One More Time » ?;En écolière;En cosmonaute;En lionne;En policière;Débutant;Pour promouvoir son single, elle a fait la tournée des centres commerciaux dans la plupart des grandes villes des États-Unis.;https://fr.wikipedia.org/wiki/Britney_Spears
5;fr;Avec qui Britney Spears a-t-elle écrit « Heart-to-Heart », son premier livre ?;Sa mère;Sa soeur;Son frère;Son père;Débutant;Elle éditera ce livre après sa première tournée mondiale, « Oops!... I Did It Again World Tour », qui a récolté 45 millions de dollars.;https://fr.wikipedia.org/wiki/Britney_Spears
6;fr;De quel télé-crochet Britney Spears fut-elle une des jurés ?;« The X-Factor »;« American Idol »;« The Simple Life »;« Celebrity Boxing »;Débutant;En mai 2012, Britney Spears devient juré de la deuxième saison du télé-crochet, décrochant ainsi un contrat de 15 millions de dollars.;https://fr.wikipedia.org/wiki/The_X_Factor_(États-Unis)
7;fr;Avec lequel de ses époux Britney Spears est-elle apparue dans sa propre télé-réalité ?;Kevin Federline;David Lucado;Jason Trawick;Charlie Ebersol;Débutant;L'émission « Britney and Kevin: Chaotic », diffusée du 17 mai 2005 au 14 juin 2005, a essentiellement reçu des réactions négatives.;https://fr.wikipedia.org/wiki/Britney_and_Kevin:_Chaotic
8;fr;Quel titre de Britney Spears à remporté le Grammy Award de la chanson dance en 2004 ?;« Toxic »;« Soda Pop »;« Stronger »;« Lucky »;Débutant;Britney Spears a interprété « Toxic » dans un certain nombre d'apparitions en direct, y compris les NRJ Music Awards en 2004.;https://fr.wikipedia.org/wiki/Toxic_(chanson)
9;fr;Combien de millions de disques Britney Spears avait-elle vendu à travers le monde fin 2019 ?;200 millions;160 milions;120 millions;240 millions;Débutant;En mai 2012, Britney Spears était classée sixième du classement Forbes des cent célébrités mondiales les plus influentes.;https://fr.wikipedia.org/wiki/Britney_Spears
10;fr;Avec qui Britney Spears a-t-elle chanté en duo « Me Against the Music » ?;Madonna;Jennifer Lopez;Christina Aguilera;Dido;Débutant;À la fin du clip, Britney Spears et Madonna se retrouvent nez-à-nez et Madonna disparaît avant que Britney lui ait donné un baiser.;https://fr.wikipedia.org/wiki/Me_Against_the_Music
