1;De quoi est issu le fruit qui pousse dans la plupart de nos arbres fruitiers ?;Une fleur;Une branche;Une feuille;Une racine;Débutant;Cependant, tous les fruits consommés par l'homme ne sont pas exclusivement produits par des arbres.;http://fr.wikipedia.org/wiki/Arbre_fruitier
2;Quel espace de terrain est dévolu à la culture d'arbres fruitiers ?;Verger;Potager;Jardinière;Friche;Débutant;Il existe différents types de vergers : les vergers conservatoires, les prés-vergers, les vergers commerciaux et de jardin potager.;http://fr.wikipedia.org/wiki/Verger
3;Quels fruits possèdent une teneur en eau réduite, leur permettant une plus longue conservation ?;Fruits secs;Fruits rouges;Fruits AOC;Fruits tempérés;Débutant;Les fruits secs peuvent se consommer tels quels ou s'incorporer à des recettes de cuisine, spécialement des recettes de pâtisserie.;http://fr.wikipedia.org/wiki/Fruit_sec
4;Quel arbre fruitier est utilisé pour ses qualités ornementales en Chine et au Japon ?;Cerisier;Châtaignier;Pêcher;Grenadier;Débutant;Les cerisiers ornementaux sont aussi cultivés ailleurs dans le monde comme plantation d'alignement le long des rues.;http://fr.wikipedia.org/wiki/Cerisier
5;Lequel de ces arbres peut donner un fruit à la peau duveteuse ou lisse ?;Pêcher;Poirier;Cerisier;Citronnier;Débutant;On peut classer les pêchers en quatre groupes : peau veloutée, peau lisse, noyau adhérant à la chair ou se détachant librement.;http://fr.wikipedia.org/wiki/Pêcher
6;Quel arbre est particulièrement apprécié des écureuils pour les fruits qu'il produit ?;Noisetier;Cerisier;Cocotier;Manguier;Débutant;Le noisetier serait une des rares espèces de l'ère secondaire (-70 millions d'années) à avoir survécu jusqu'à nos jours.;http://fr.wikipedia.org/wiki/Noisetier
7;De quel arbre connaît-on à ce jour plus de 20 000 variétés de fruits ?;Pommier;Pêcher;Poirier;Cerisier;Débutant;Les espèces cultivées uniquement à titre ornemental sont souvent appelées de manière générique « pommier à fleurs ».;http://fr.wikipedia.org/wiki/Pommier
8;Quel arbre fruitier produit la reine-claude ou encore la mirabelle de Nancy ?;Prunier;Cognassier;Cerisier;Châtaignier;Débutant;La reine-claude a été « créée » en France à la suite de la découverte d'une prune verte sur un arbre importé d'Asie.;http://fr.wikipedia.org/wiki/Prunier
9;Quel fruit se mange en dragée, en massepain ou déguisé dans la frangipane ?;Amande;Cerise;Noisette;Mûre;Débutant;L'amande est un fruit à coque ressemblant à une petite pêche verte dont la chair reste mince, dure et sèche.;http://fr.wikipedia.org/wiki/Amande
10;Quel petit arbre fruitier est cultivé dans les régions méditerranéennes et subtropicales ?;Citronnier;Châtaignier;Cerisier;Pêcher;Débutant;En France, la culture du citronnier est principalement cantonnée à la Côte d'Azur (région de Menton) et à la Corse.;http://fr.wikipedia.org/wiki/Citronnier
11;Quel arbre propose un fruit renfermé dans une bogue ?;Châtaignier;Prunier;Cerisier;Noisetier;Confirmé;Une fois la châtaigne ramassée, le séchoir à châtaignes permettra son séchage à des fins de conservation.;http://fr.wikipedia.org/wiki/Castanea
12;Quelle branche de l'arboriculture est spécialisée dans la culture des arbres fruitiers ?;Fruiticulture;Fruviculture;Floriculture;Graniculture;Confirmé;Au Moyen Âge, les monastères possédaient un verger planté d'arbres fruitiers sous lesquels les moines étaient ensevelis.;http://fr.wikipedia.org/wiki/Arboriculture_fruitière
13;Quelle catégorie de fruits le sorbier permet-il de récolter ?;Forestiers;Secs;Tempérés;Charnus;Confirmé;Les sorbiers et les alisiers sont des arbustes ou des arbres qui croissent notamment dans les forêts collinéennes et montagnardes.;http://fr.wikipedia.org/wiki/Sorbus
14;Quels insectes attaquent principalement les feuilles des arbres fruitiers ?;Pucerons;Termites;Criquets;Scolytes;Confirmé;L'une des espèces ravageuses les plus connues est le phylloxéra, qui a atteint la quasi-totalité du vignoble français au XIXe siècle.;http://fr.wikipedia.org/wiki/Aphidoidea
15;Quel oiseau est souvent considéré comme ravageur pour les fruits poussant sur nos arbres ?;Merle;Colibri;Buse;Perruche;Confirmé;En plus des fruits de nos arbres, les merles se nourrissent aussi d'insectes, de vers et de divers autres petits animaux.;http://fr.wikipedia.org/wiki/Merle_noir
16;Quel oiseau est réputé pour souvent détruire les bourgeons des arbres fruitiers ?;Mésange;Héron;Coucou;Hibou;Confirmé;Dans nos contrées, les mésanges nichent dans des trous d'arbres, mais utilisent souvent les nichoirs dans les jardins.;http://fr.wikipedia.org/wiki/Mésange
